Base index shifted,704_1#TOP,704_1#BOT
-178,2,2
-177,0,0
-176,2,3
-175,3,1
-174,2,2
-173,1,0
-172,2,0
-171,0,4
-170,0,2
-169,4,3
-168,1,1
-167,2,1
-166,0,0
-165,0,0
-164,1,1
-163,0,4
-162,0,1
-161,0,2
-160,1,1
-159,1,3
-158,5,3
-157,0,0
-156,2,1
-155,2,1
-154,1,2
-153,1,5
-152,3,2
-151,3,5
-150,1,2
-149,2,4
-148,0,1
-147,1,1
-146,0,4
-145,0,5
-144,1,1
-143,0,1
-142,0,2
-141,0,1
-140,1,1
-139,0,4
-138,0,3
-137,0,5
-136,1,4
-135,2,2
-134,1,0
-133,1,6
-132,1,1
-131,1,0
-130,3,4
-129,1,2
-128,2,6
-127,0,2
-126,0,2
-125,1,0
-124,1,2
-123,1,1
-122,1,1
-121,2,1
-120,1,2
-119,1,1
-118,3,4
-117,0,2
-116,1,1
-115,1,3
-114,2,1
-113,1,1
-112,2,2
-111,5,0
-110,0,1
-109,3,1
-108,4,0
-107,0,1
-106,3,1
-105,1,0
-104,1,2
-103,1,1
-102,0,0
-101,0,0
-100,2,1
-99,1,1
-98,0,5
-97,0,1
-96,0,2
-95,0,3
-94,2,2
-93,2,0
-92,1,1
-91,0,0
-90,0,0
-89,0,2
-88,1,1
-87,1,1
-86,0,2
-85,1,0
-84,1,3
-83,2,3
-82,1,1
-81,1,2
-80,2,1
-79,1,0
-78,2,1
-77,1,1
-76,3,2
-75,0,2
-74,1,3
-73,7,3
-72,3,2
-71,0,9
-70,1,1
-69,6,4
-68,1,4
-67,3,1
-66,4,2
-65,2,1
-64,1,3
-63,1,3
-62,0,2
-61,2,4
-60,2,4
-59,4,1
-58,1,4
-57,1,2
-56,3,1
-55,6,3
-54,4,0
-53,6,3
-52,5,6
-51,2,5
-50,6,6
-49,6,5
-48,7,5
-47,2,2
-46,3,0
-45,8,2
-44,5,6
-43,3,3
-42,8,5
-41,7,7
-40,9,3
-39,3,3
-38,6,5
-37,12,2
-36,8,6
-35,9,7
-34,10,5
-33,10,13
-32,13,2
-31,15,8
-30,8,6
-29,6,5
-28,9,5
-27,24,7
-26,8,4
-25,14,4
-24,10,2
-23,10,7
-22,39,10
-21,32,7
-20,84,12
-19,121,10
-18,172,9
-17,348,7
-16,245,3
-15,379,17
-14,299,6
-13,392,17
-12,669,8
-11,1131,9
-10,1110,8
-9,1512,25
-8,1109,8
-7,680,7
-6,1423,14
-5,1434,10
-4,1997,29
-3,1573,12
-2,1758,168
-1,2524,46932
0,1793,11
1,2569,9
2,2362,5
3,1454,17
4,2569,8
5,986,9
6,1693,11
7,1420,3
8,789,4
9,363,10
10,393,2
11,542,8
12,382,0
13,287,5
14,93,4
15,100,3
16,98,2
17,91,1
18,43,1
19,34,0
20,43,1
21,16,4
22,48,2
23,38,0
24,29,2
25,26,0
26,17,1
27,8,2
28,16,0
29,13,4
30,13,1
31,12,1
32,17,2
33,22,1
34,8,4
35,24,3
36,15,2
37,11,3
38,13,1
39,8,0
40,9,0
41,4,0
42,2,0
43,0,1
44,3,1
45,3,0
46,5,1
47,6,0
48,2,2
49,3,3
50,3,1
51,1,2
52,1,1
53,2,4
54,0,1
55,0,1
56,0,0
57,0,0
58,0,0
59,2,0
60,0,0
61,2,0
62,0,0
63,0,1
64,1,0
65,1,0
66,3,0
67,3,0
68,0,1
69,0,3
70,0,1
71,1,2
72,0,0
73,0,0
74,1,2
75,0,0
76,0,1
77,0,2
78,0,1
79,0,2
80,0,0
81,0,1
82,0,0
83,0,0
84,0,1
85,0,0
86,0,0
87,1,0
88,1,1
89,0,1
90,0,0
91,2,1
92,0,0
93,1,1
94,0,0
95,2,0
96,0,0
97,1,0
98,0,1
99,2,0
100,2,1
101,1,0
102,2,0
103,2,1
104,4,0
105,0,1
106,1,1
107,1,0
108,0,2
109,3,0
110,0,1
111,1,2
112,2,0
113,1,1
114,2,1
115,0,0
116,0,1
117,0,1
118,0,3
119,0,0
120,0,2
121,0,0
122,0,2
123,0,2
124,0,0
125,1,1
126,0,0
127,1,2
128,1,0
129,1,0
130,1,0
131,0,0
132,1,1
133,0,1
134,2,0
135,0,0
136,0,2
137,0,1
138,0,0
139,0,0
140,1,2
141,0,0
142,0,0
143,1,0
144,0,1
145,0,0
146,0,3
147,2,1
148,2,1
149,2,3
150,1,0
151,0,0
152,0,1
153,0,0
154,0,0
155,0,0
156,1,1
157,0,4
158,0,1
159,2,0
160,3,0
161,4,1
162,1,1
163,0,2
164,0,1
165,0,0
166,0,0
167,0,4
168,0,4
169,2,0
170,0,1
171,0,1
172,0,0
173,0,1
174,0,2
175,0,0
176,0,1
177,0,2
178,0,3
179,2,0
180,1,0
181,2,0
182,0,0
183,3,2
184,1,1
185,0,1
186,0,0
187,0,2
188,1,2
189,0,3
190,0,2
191,0,5
192,2,1
193,2,1
194,2,0
195,0,2
196,1,4
197,1,3
198,2,3
199,1,0
200,0,1
201,0,1
202,0,1
203,0,0
204,0,1
205,0,2
206,0,0
207,2,1
208,0,0
209,1,0
210,2,1
211,3,0
212,0,1
213,1,1
214,0,0
215,0,1
216,0,3
217,2,0
218,3,0
219,1,0
220,0,0
221,0,0
222,0,0
223,1,1
224,0,0
225,1,0
226,0,1
227,0,0
228,0,1
229,0,2
230,0,2
231,0,0
232,2,0
233,1,0
234,0,1
235,0,1
236,0,2
237,1,1
238,0,1
239,0,0
240,0,0
241,0,4
242,1,1
243,0,0
244,1,0
245,0,1
246,0,0
247,0,1
248,0,0
249,0,2
250,0,2
251,0,0
252,0,3
253,0,0
254,0,2
255,0,0
256,0,0
257,0,0
258,1,0
259,0,0
260,0,1
261,1,1
262,0,1
263,0,0
264,0,1
265,0,0
266,0,3
267,0,0
268,0,0
269,0,1
270,0,0
271,0,2
272,0,1
273,0,0
274,0,0
275,1,0
276,1,0
277,0,3
278,0,0
279,0,1
280,0,0
281,0,0
282,0,0
283,0,1
284,0,0
285,0,1
286,0,1
287,0,0
288,0,0
289,0,2
290,0,0
291,0,0
292,0,1
293,0,1
294,0,1
295,0,2
296,0,2
297,0,0
298,0,0
299,0,2
300,0,0
301,0,1
302,0,0
303,0,3
304,0,1
305,0,0
306,0,2
307,0,0
308,0,1
309,0,0
310,0,1
311,0,0
312,0,1
313,0,0
314,0,0
315,0,0
316,1,0
317,0,0
318,0,0
319,0,0
320,1,0
321,0,0
322,0,0
323,0,3
324,0,0
325,0,4
326,0,0
327,0,0
328,0,0
329,0,5
330,0,2
331,0,1
332,0,2
333,0,2
334,0,2
335,0,5
336,0,5
337,0,5
338,0,1
339,0,6
340,0,1
341,0,4
342,0,1
343,0,8
344,0,3
345,0,20
346,0,20
347,0,29
348,0,27
349,0,80
350,0,510
351,0,37334
