Base index shifted,GC_2#TOP,GC_2#BOT
-72,5,5
-71,10,7
-70,4,7
-69,5,5
-68,9,6
-67,7,13
-66,3,6
-65,0,8
-64,2,3
-63,1,19
-62,3,7
-61,1,6
-60,1,21
-59,2,9
-58,0,4
-57,2,19
-56,6,8
-55,2,10
-54,1,6
-53,5,12
-52,5,11
-51,4,11
-50,2,9
-49,2,32
-48,2,7
-47,4,10
-46,6,6
-45,4,10
-44,8,4
-43,11,5
-42,6,6
-41,10,7
-40,10,12
-39,6,4
-38,11,6
-37,9,9
-36,12,15
-35,31,18
-34,20,8
-33,17,19
-32,22,10
-31,45,13
-30,48,14
-29,67,20
-28,86,23
-27,92,14
-26,84,42
-25,61,17
-24,91,31
-23,40,25
-22,174,19
-21,103,27
-20,116,6
-19,117,20
-18,67,33
-17,232,41
-16,177,13
-15,216,35
-14,291,36
-13,204,40
-12,586,56
-11,1032,45
-10,271,68
-9,179,48
-8,1431,51
-7,1779,12
-6,2454,28
-5,3955,35
-4,4154,85
-3,3613,88
-2,4374,98
-1,4822,70277
0,3871,38
1,5175,23
2,4320,21
3,3484,24
4,4083,14
5,2734,14
6,3088,26
7,2098,10
8,1450,13
9,1276,17
10,1071,16
11,836,14
12,749,15
13,368,11
14,187,12
15,202,12
16,186,14
17,150,6
18,109,8
19,86,6
20,64,8
21,103,8
22,86,12
23,61,5
24,50,13
25,67,8
26,25,7
27,47,6
28,35,5
29,33,12
30,21,4
31,36,3
32,31,5
33,52,2
34,29,3
35,28,12
36,35,4
37,37,9
38,33,4
39,17,1
40,19,4
41,19,3
42,11,7
43,5,1
44,12,5
45,11,3
46,38,4
47,14,4
48,13,7
49,34,4
50,18,4
51,10,4
52,13,1
53,3,3
54,9,4
55,5,4
56,4,1
57,2,2
58,3,4
59,1,6
60,11,3
61,9,5
62,0,1
63,3,8
64,6,4
65,2,4
66,3,0
67,8,2
68,1,3
69,0,4
70,3,0
71,10,1
72,9,0
73,5,2
74,4,2
75,2,3
76,1,5
77,23,0
78,2,1
79,3,5
80,8,2
81,4,1
82,2,1
83,5,2
84,9,5
85,5,2
86,7,1
87,25,4
88,9,3
89,6,4
90,5,9
91,6,5
92,3,7
93,6,2
94,8,4
95,5,8
96,10,0
97,5,3
98,10,3
99,4,1
100,9,7
101,7,4
102,9,7
103,10,5
104,10,7
105,6,8
106,13,6
107,6,1
108,10,7
109,10,3
110,7,6
111,4,8
112,3,5
113,7,5
114,8,3
115,3,4
116,3,6
117,3,6
118,5,3
119,31,3
120,10,9
121,6,17
122,18,10
123,12,9
124,12,10
125,22,9
126,9,10
127,10,10
128,12,11
129,17,8
130,8,6
131,32,14
132,13,14
133,12,12
134,53,18
135,22,16
136,12,30
137,21,23
138,35,20
139,27,14
140,16,14
141,17,12
142,22,20
143,25,19
144,14,23
145,52,10
146,32,7
147,27,17
148,24,26
149,21,23
150,45,26
151,22,10
152,19,30
153,32,23
154,26,23
155,44,13
156,28,23
157,36,27
158,32,18
159,33,15
160,31,11
161,32,15
162,30,7
163,21,19
164,30,19
165,44,17
166,66,19
167,27,8
168,47,12
169,56,21
170,33,16
171,65,22
172,40,9
173,35,13
174,31,19
175,30,19
176,41,25
177,46,14
178,88,24
179,45,21
180,44,17
181,49,12
182,59,19
183,41,18
184,40,14
185,35,11
186,37,18
187,32,18
188,53,15
189,60,18
190,46,23
191,54,18
192,51,22
193,28,19
194,45,26
195,41,21
196,56,26
197,56,10
198,59,12
199,48,16
200,27,23
201,33,34
202,49,27
203,58,10
204,36,8
205,44,20
206,32,4
207,40,8
208,19,10
209,31,8
210,31,15
211,49,20
212,30,14
213,39,12
214,27,8
215,52,16
216,24,13
217,51,14
218,25,10
219,51,6
220,33,7
221,34,10
222,18,10
223,33,6
224,24,4
225,16,9
226,21,9
227,13,4
228,38,11
229,13,7
230,8,10
231,8,4
232,24,7
233,21,8
234,28,3
235,15,2
236,15,4
237,15,11
238,12,7
239,9,3
240,10,7
241,6,3
242,10,6
243,12,5
244,3,7
245,26,5
246,9,2
247,1,9
248,5,5
249,4,3
250,2,6
251,4,3
252,7,3
253,8,6
254,4,15
255,6,6
256,20,4
257,8,3
258,4,0
259,1,4
260,1,0
261,6,7
262,2,2
263,6,10
264,4,2
265,11,2
266,1,7
267,6,2
268,0,2
269,0,3
270,1,2
271,3,4
272,0,5
273,3,4
274,2,3
275,2,1
276,2,2
277,2,7
278,1,2
279,0,0
280,3,2
281,1,2
282,0,3
283,0,1
284,2,4
285,7,9
286,0,2
287,0,3
288,0,7
289,1,2
290,0,1
291,0,1
292,0,7
293,0,2
294,0,3
295,0,3
296,0,5
297,0,2
298,0,0
299,0,7
300,0,2
301,0,2
302,0,0
303,0,2
304,0,3
305,0,5
306,0,3
307,0,3
308,0,1
309,0,2
310,1,2
311,0,4
312,0,0
313,0,1
314,0,2
315,0,6
316,0,4
317,0,17
318,0,0
319,0,2
320,0,0
321,0,1
322,0,0
323,0,12
324,0,6
325,0,32
326,0,1
327,0,0
328,0,9
329,0,8
330,0,1
331,0,3
332,0,6
333,0,6
334,0,6
335,0,6
336,0,33
337,0,25
338,0,27
339,0,12
340,0,19
341,0,15
342,0,12
343,0,15
344,0,41
345,0,65
346,0,131
347,0,118
348,0,101
349,0,233
350,0,542
351,0,68866
