Base index shifted,1500#TOP#AVERAGE,1500#TOP#STD,1500#BOT#AVERAGE,1500#BOT#STD
-10,0.04087866333719275,0.0026905700633322446,0.00034875644224234873,0.00013778720257303026
-9,0.05313952663303196,0.0024889939575120064,0.00044289775681008935,0.00016473847155941475
-8,0.03982491360146018,0.005244329190587859,0.0003087068088475278,3.780778399504323e-05
-7,0.019190958438980735,0.0016580795973563632,0.00017362937105447934,8.870860596602255e-05
-6,0.03218004351344,0.007509078987746989,0.0003169887476004116,6.922901193527091e-05
-5,0.023802424110169394,0.006728214823896802,0.00022874518182167786,0.0001378065318467333
-4,0.0397648940927,0.002791545061620992,0.0008777282031471431,0.0004559273824244839
-3,0.026988424621591026,0.004702294082024625,0.00034814523193944563,0.00015214749097918826
-2,0.03216735881859918,0.0030089283459800243,0.005833480541837356,0.004551921458437805
-1,0.03919005029890459,0.002467663868928172,0.9815645348036858,0.005454603644215217
0,0.0314555287062772,0.001874573361661413,0.00024578262986655675,0.00012192141423451659
1,0.045090593973186786,0.008338493032659225,0.00021429021475220342,7.345766632474124e-05
2,0.040671800795076776,0.001778743893897857,0.00018313373041316944,0.00010950455371786756
3,0.03005847829504642,0.00491506643264538,0.00016609628236829055,3.922583744682987e-05
4,0.057694438612263706,0.006471105983281329,5.572702107010165e-05,4.956619175009445e-05
5,0.032884035799812035,0.0014741284542462742,6.278653921717919e-05,7.169900133183057e-05
6,0.052832712237110134,0.007164280326959554,0.00022982996266369222,0.00021506542147626073
7,0.04801472227967064,0.0059445021375232904,6.278653921717919e-05,7.169900133183057e-05
8,0.0278946465349444,0.0059261170723597665,3.9300783328125895e-05,3.5927758715208576e-05
9,0.01042628621564092,0.002057401867561313,5.5115810767198505e-05,4.927023504051512e-05
10,0.012130419378345287,0.0028978846892584544,4.744508231721782e-05,8.217729314270898e-05
11,0.01590726611728653,0.001196688488407063,8.627229510623248e-05,0.00011090615003572454
12,0.014065730202583959,0.0036776529442287746,1.5815027439072607e-05,2.7392431047569662e-05
13,0.008885656108142187,0.00029775651906230826,1.5815027439072607e-05,2.7392431047569662e-05
14,0.0033848499487700292,0.0005915938946943973,3.9300783328125895e-05,3.5927758715208576e-05
15,0.005186309464984065,0.0005680161876621204,0.0,0.0
16,0.003777570202903232,0.0015288745609844862,1.5815027439072607e-05,2.7392431047569662e-05
17,0.004203948756601227,0.001948400068296058,0.0,0.0
18,0.001496064847318413,0.0006126239916048018,0.0,0.0
19,0.0008767142196152315,0.0007878710280492435,0.0,0.0
20,0.0017046738982849034,0.000713445855774572,1.5815027439072607e-05,2.7392431047569662e-05
21,0.0008425736107424491,0.0003799765951594517,1.5815027439072607e-05,2.7392431047569662e-05
22,0.0009106136738340186,0.000830762438775803,1.5815027439072607e-05,2.7392431047569662e-05
23,0.0008425736107424491,0.0003799765951594517,2.348575588905329e-05,4.067852245400027e-05
24,0.0009390596477450425,0.000954062847645711,1.5815027439072607e-05,2.7392431047569662e-05
25,0.00025191011160428684,0.0002793443493843551,1.5815027439072607e-05,2.7392431047569662e-05
26,0.0003536084742606481,0.00030701749229582995,4.7582722081009724e-05,4.121804375581526e-05
27,0.00019375396423971757,0.0001684181118124004,3.9300783328125895e-05,3.5927758715208576e-05
28,0.00038750792847943514,0.0003368362236248008,0.0,0.0
29,0.0002615528726772917,0.0002545607124079158,2.348575588905329e-05,4.067852245400027e-05
30,6.779890843757415e-05,0.00011743115411158868,2.4096966191956433e-05,4.1737169752738074e-05
31,0.0002954523268960788,0.0003055518961260036,1.5815027439072607e-05,2.7392431047569662e-05
32,0.0004892062911357964,0.0004608964876459207,2.4096966191956433e-05,4.1737169752738074e-05
33,0.00019375396423971757,0.0001684181118124004,0.0,0.0
34,0.0002954523268960788,0.0003055518961260036,4.7582722081009724e-05,4.121804375581526e-05
35,0.000532507351773593,0.0004191918389956047,0.0,0.0
36,0.0007114062292865378,0.0011452477810780183,4.697151177810658e-05,8.135704490800054e-05
37,0.00034396571318764317,0.00043176725717373,0.0,0.0
38,0.00037265284175266243,0.0005596949408646927,0.0,0.0
39,0.0004986078975548058,0.00044977413414558094,0.0,0.0
40,0.0001355978168751483,0.00023486230822317736,0.0,0.0
41,3.3899454218787076e-05,5.871557705579434e-05,3.9300783328125895e-05,3.5927758715208576e-05
42,0.0003387533875338754,0.0005867380784447416,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,9.205560158335634e-05,0.0001594449790636912,3.991199363102904e-05,3.672947145130385e-05
46,6.779890843757415e-05,0.00011743115411158868,0.0,0.0
47,0.0003387533875338754,0.0005867380784447416,0.0,0.0
48,0.0,0.0,3.9300783328125895e-05,3.5927758715208576e-05
49,0.0004986078975548058,0.00044977413414558094,0.0,0.0
50,0.0,0.0,3.9300783328125895e-05,3.5927758715208576e-05
