Base index,1500#TOP#AVERAGE,1500#TOP#STD,1500#BOT#AVERAGE,1500#BOT#STD
726,0.00038750792847943514,0.0003368362236248008,0.0001419993161763341,6.954106075604392e-05
727,0.00046992076898978664,0.0005704805386920793,6.326010975629043e-05,0.00010956972419027865
728,0.0004404517501902366,0.0005214760291983797,0.0002387231117194792,0.00021792580708409308
729,0.00025191011160428684,0.0002793443493843551,0.0002953366226200678,0.0002588738086109234
730,0.001738332197849695,0.0002631249183791922,0.0001115916819039952,9.189917884530208e-05
731,0.0012491259067138986,0.0007220851734519038,0.00030809559854462465,0.00010491548775082234
732,0.00498734317509058,0.000996693118183066,0.0001742405813573825,5.4577273947254105e-05
733,0.00905940108627391,0.0033132248928588915,0.00041323897260444546,0.00015109088362314364
734,0.011926299189070578,0.001225563771743604,9.563901470113069e-05,8.283343284388673e-05
735,0.02034778758945728,0.0006299011262730054,0.00020661948630222273,7.554544181157182e-05
736,0.012987906502087053,0.0016351560936056142,0.00038853079610958586,4.146374150774776e-05
737,0.019047040486847647,0.005051665013712111,0.0001900556087964551,8.19594080331627e-05
738,0.014677484158991188,0.0006845912583397257,0.00022888282158546974,0.00010923391316870198
739,0.01776166945521137,0.0004701252896099602,0.00038038649712049394,8.307481432232509e-05
740,0.030095543985141925,0.0006207070224907373,0.00018116245974066813,0.00016810604482665086
741,0.04179813788186524,0.003423446608889567,0.00034875644224234873,0.00013778720257303026
742,0.04087866333719275,0.0026905700633322446,0.00044289775681008935,0.00016473847155941475
743,0.05313952663303196,0.0024889939575120064,0.0003087068088475278,3.780778399504323e-05
744,0.03982491360146018,0.005244329190587859,0.00017362937105447934,8.870860596602255e-05
745,0.019190958438980735,0.0016580795973563632,0.0003169887476004116,6.922901193527091e-05
746,0.03218004351344,0.007509078987746989,0.00022874518182167786,0.0001378065318467333
747,0.023802424110169394,0.006728214823896802,0.0008777282031471431,0.0004559273824244839
748,0.0397648940927,0.002791545061620992,0.00034814523193944563,0.00015214749097918826
749,0.026988424621591026,0.004702294082024625,0.005833480541837356,0.004551921458437805
750,0.03216735881859918,0.0030089283459800243,0.9815645348036858,0.005454603644215217
751,0.03919005029890459,0.002467663868928172,0.00024578262986655675,0.00012192141423451659
752,0.0314555287062772,0.001874573361661413,0.00021429021475220342,7.345766632474124e-05
753,0.045090593973186786,0.008338493032659225,0.00018313373041316944,0.00010950455371786756
754,0.040671800795076776,0.001778743893897857,0.00016609628236829055,3.922583744682987e-05
755,0.03005847829504642,0.00491506643264538,5.572702107010165e-05,4.956619175009445e-05
756,0.057694438612263706,0.006471105983281329,6.278653921717919e-05,7.169900133183057e-05
757,0.032884035799812035,0.0014741284542462742,0.00022982996266369222,0.00021506542147626073
758,0.052832712237110134,0.007164280326959554,6.278653921717919e-05,7.169900133183057e-05
759,0.04801472227967064,0.0059445021375232904,3.9300783328125895e-05,3.5927758715208576e-05
760,0.0278946465349444,0.0059261170723597665,5.5115810767198505e-05,4.927023504051512e-05
761,0.01042628621564092,0.002057401867561313,4.744508231721782e-05,8.217729314270898e-05
762,0.012130419378345287,0.0028978846892584544,8.627229510623248e-05,0.00011090615003572454
763,0.01590726611728653,0.001196688488407063,1.5815027439072607e-05,2.7392431047569662e-05
764,0.014065730202583959,0.0036776529442287746,1.5815027439072607e-05,2.7392431047569662e-05
765,0.008885656108142187,0.00029775651906230826,3.9300783328125895e-05,3.5927758715208576e-05
766,0.0033848499487700292,0.0005915938946943973,0.0,0.0
767,0.005186309464984065,0.0005680161876621204,1.5815027439072607e-05,2.7392431047569662e-05
768,0.003777570202903232,0.0015288745609844862,0.0,0.0
769,0.004203948756601227,0.001948400068296058,0.0,0.0
770,0.001496064847318413,0.0006126239916048018,0.0,0.0
771,0.0008767142196152315,0.0007878710280492435,1.5815027439072607e-05,2.7392431047569662e-05
772,0.0017046738982849034,0.000713445855774572,1.5815027439072607e-05,2.7392431047569662e-05
773,0.0008425736107424491,0.0003799765951594517,1.5815027439072607e-05,2.7392431047569662e-05
774,0.0009106136738340186,0.000830762438775803,2.348575588905329e-05,4.067852245400027e-05
775,0.0008425736107424491,0.0003799765951594517,1.5815027439072607e-05,2.7392431047569662e-05
776,0.0009390596477450425,0.000954062847645711,1.5815027439072607e-05,2.7392431047569662e-05
777,0.00025191011160428684,0.0002793443493843551,4.7582722081009724e-05,4.121804375581526e-05
778,0.0003536084742606481,0.00030701749229582995,3.9300783328125895e-05,3.5927758715208576e-05
779,0.00019375396423971757,0.0001684181118124004,0.0,0.0
780,0.00038750792847943514,0.0003368362236248008,2.348575588905329e-05,4.067852245400027e-05
781,0.0002615528726772917,0.0002545607124079158,2.4096966191956433e-05,4.1737169752738074e-05
782,6.779890843757415e-05,0.00011743115411158868,1.5815027439072607e-05,2.7392431047569662e-05
783,0.0002954523268960788,0.0003055518961260036,2.4096966191956433e-05,4.1737169752738074e-05
784,0.0004892062911357964,0.0004608964876459207,0.0,0.0
785,0.00019375396423971757,0.0001684181118124004,4.7582722081009724e-05,4.121804375581526e-05
786,0.0002954523268960788,0.0003055518961260036,0.0,0.0
787,0.000532507351773593,0.0004191918389956047,4.697151177810658e-05,8.135704490800054e-05
788,0.0007114062292865378,0.0011452477810780183,0.0,0.0
789,0.00034396571318764317,0.00043176725717373,0.0,0.0
790,0.00037265284175266243,0.0005596949408646927,0.0,0.0
791,0.0004986078975548058,0.00044977413414558094,0.0,0.0
792,0.0001355978168751483,0.00023486230822317736,3.9300783328125895e-05,3.5927758715208576e-05
793,3.3899454218787076e-05,5.871557705579434e-05,0.0,0.0
794,0.0003387533875338754,0.0005867380784447416,0.0,0.0
795,0.0,0.0,0.0,0.0
796,0.0,0.0,3.991199363102904e-05,3.672947145130385e-05
797,9.205560158335634e-05,0.0001594449790636912,0.0,0.0
798,6.779890843757415e-05,0.00011743115411158868,0.0,0.0
799,0.0003387533875338754,0.0005867380784447416,3.9300783328125895e-05,3.5927758715208576e-05
800,0.0,0.0,0.0,0.0
801,0.0004986078975548058,0.00044977413414558094,3.9300783328125895e-05,3.5927758715208576e-05
