Base index,ATMi3_3#TOP,ATMi3_3#BOT
226,6,34
227,5,50
228,3,29
229,3,16
230,3,23
231,3,12
232,8,16
233,4,22
234,7,11
235,9,17
236,8,26
237,4,33
238,3,35
239,4,30
240,8,51
241,3,27
242,3,23
243,10,16
244,7,68
245,7,17
246,12,14
247,4,11
248,9,11
249,1,22
250,2,9
251,13,9
252,3,16
253,5,9
254,4,25
255,5,17
256,3,16
257,3,14
258,3,16
259,4,11
260,7,13
261,5,13
262,0,13
263,1,6
264,2,11
265,3,9
266,1,43
267,2,13
268,2,12
269,1,10
270,3,4
271,1,11
272,6,6
273,1,13
274,3,9
275,2,12
276,0,13
277,2,8
278,1,12
279,5,8
280,1,8
281,1,8
282,2,4
283,4,18
284,3,10
285,1,8
286,3,12
287,2,3
288,1,6
289,1,6
290,0,7
291,3,5
292,0,6
293,0,11
294,3,8
295,1,9
296,1,15
297,0,7
298,2,6
299,5,6
300,2,7
301,4,8
302,13,9
303,4,7
304,4,9
305,3,7
306,1,6
307,1,2
308,2,6
309,4,17
310,1,53
311,3,7
312,23,7
313,7,9
314,8,11
315,8,5
316,16,5
317,4,12
318,10,6
319,5,2
320,12,8
321,17,13
322,13,33
323,20,8
324,8,10
325,36,20
326,21,64
327,63,11
328,42,13
329,26,32
330,42,15
331,25,16
332,38,22
333,65,15
334,57,35
335,94,15
336,63,50
337,109,53
338,95,17
339,101,14
340,173,22
341,375,27
342,489,50
343,669,56
344,1909,33
345,1854,102
346,2147,12
347,3200,54
348,1996,74
349,4514,109
350,2973,121
351,3674,895
352,3113,74247
353,4737,20
354,2982,12
355,2308,7
356,4286,19
357,1929,16
358,1858,7
359,1849,19
360,693,39
361,1448,3
362,882,5
363,463,1
364,242,4
365,208,4
366,175,5
367,120,3
368,117,0
369,78,2
370,64,1
371,33,3
372,90,1
373,51,4
374,83,5
375,34,2
376,39,12
377,39,1
378,35,0
379,28,1
380,36,0
381,12,0
382,18,0
383,6,2
384,8,1
385,17,0
386,15,0
387,15,1
388,4,1
389,14,1
390,28,0
391,8,0
392,7,0
393,3,1
394,2,1
395,2,0
396,1,1
397,0,1
398,2,3
399,3,2
400,2,1
401,0,1
402,1,1
403,0,0
404,0,2
405,1,0
406,2,2
407,2,1
408,0,0
409,0,1
410,0,0
411,1,1
412,0,2
413,0,0
414,3,0
415,0,1
416,2,0
417,1,0
418,2,0
419,1,0
420,4,0
421,0,0
422,2,1
423,1,0
424,2,0
425,0,1
426,3,0
427,3,0
428,0,1
429,1,0
430,0,1
431,7,1
432,2,0
433,0,1
434,6,0
435,1,0
436,0,0
437,1,0
438,0,0
439,6,0
440,0,0
441,2,0
442,3,0
443,2,0
444,5,0
445,3,0
446,4,0
447,2,0
448,2,0
449,1,0
450,2,0
451,2,4
452,4,0
453,4,0
454,5,2
455,5,0
456,3,2
457,4,0
458,4,0
459,7,3
460,7,0
461,2,5
462,1,2
463,6,3
464,3,6
465,3,4
466,6,4
467,2,8
468,4,2
469,3,6
470,4,7
471,5,4
472,10,2
473,7,5
474,3,13
475,1,10
476,7,10
477,8,7
478,5,8
479,4,6
480,1,3
481,16,7
482,19,9
483,7,8
484,11,0
485,8,13
486,9,6
487,5,13
488,14,10
489,8,12
490,6,14
491,8,8
492,4,4
493,10,11
494,9,11
495,8,11
496,8,5
497,4,8
498,4,12
499,11,13
500,4,15
501,11,7
502,10,21
503,8,16
504,13,13
505,4,13
506,5,10
507,4,12
508,3,10
509,7,8
510,4,8
511,8,16
512,5,13
513,22,9
514,8,9
515,20,4
516,12,12
517,9,4
518,3,3
519,14,9
520,27,12
521,13,16
522,10,15
523,11,10
524,3,17
525,11,12
526,7,12
527,5,25
528,8,11
529,13,9
530,10,8
531,17,7
532,14,10
533,11,13
534,14,14
535,8,12
536,15,12
537,24,9
538,13,8
539,15,12
540,17,12
541,16,6
542,10,10
543,13,18
544,12,19
545,5,21
546,9,11
547,10,12
548,2,12
549,6,8
550,23,9
551,5,13
552,8,5
553,13,18
554,10,12
555,10,5
556,1,10
557,4,7
558,11,6
559,9,13
560,11,9
561,3,10
562,3,3
563,10,15
564,7,18
565,7,3
566,5,9
567,3,12
568,4,12
569,5,8
570,4,4
571,4,9
572,7,8
573,4,4
574,2,11
575,3,6
576,9,5
577,3,3
578,1,9
579,5,5
580,9,8
581,5,11
582,2,3
583,4,3
584,5,6
585,4,5
586,9,12
587,4,3
588,2,11
589,1,7
590,2,2
591,4,4
592,2,3
593,0,4
594,1,4
595,1,2
596,3,0
597,1,2
598,0,3
599,1,0
600,0,1
601,0,1
602,0,4
603,0,7
604,0,1
605,0,1
606,1,0
607,0,7
608,0,1
609,1,0
610,0,2
611,0,5
612,1,1
613,0,4
614,2,1
615,0,5
616,0,0
617,0,4
618,0,3
619,0,1
620,1,1
621,0,0
622,0,3
623,1,0
624,0,2
625,0,1
626,0,2
627,0,2
628,0,1
629,0,0
630,0,4
631,0,2
632,1,1
633,0,3
634,0,0
635,0,1
636,0,1
637,0,1
638,0,2
639,0,0
640,0,2
641,0,0
642,0,2
643,0,1
644,0,0
645,1,8
646,0,2
647,0,1
648,0,1
649,0,4
650,0,1
651,0,1
652,0,8
653,0,1
654,0,1
655,0,0
656,0,1
657,0,3
658,0,3
659,0,2
660,0,3
661,0,3
662,0,0
663,0,0
664,0,1
665,0,3
666,0,1
667,0,0
668,0,0
669,0,1
670,0,1
671,0,0
672,0,1
673,0,2
674,0,5
675,0,13
676,0,3
677,0,2
678,0,12
679,0,0
680,0,4
681,0,3
682,0,25
683,0,1
684,0,1
685,0,2
686,0,3
687,0,6
688,0,4
689,0,18
690,0,4
691,0,3
692,0,7
693,0,9
694,0,5
695,0,8
696,0,20
697,0,20
698,0,33
699,0,69
700,0,88
701,0,58
702,0,164
703,0,741
704,0,51947
