Base index shifted,ATMi#TOP#AVERAGE,ATMi#TOP#STD,ATMi#BOT#AVERAGE,ATMi#BOT#STD
15.0,0.002426111220723988,0.0005731641577508272,0.0006293257336903928,0.00014366342068176455
16.0,0.0017950223305113143,0.0005072717007137855,0.0007375555160002354,0.00017144471437780792
17.0,0.0015914510338736762,0.00040313387470666676,0.0002562382963511543,6.948718025396697e-05
18.0,0.0007432762117787673,0.00021652915829685737,0.00044150058200058206,0.00013653076385811066
19.0,0.002448004614933591,0.0009682874819311543,0.0004146858915360574,0.00026145426901068926
20.0,0.0015450766892104834,0.0005400272537925473,0.0002690534295182336,5.964895324469099e-05
21.0,0.0020172727215303854,0.0006267311248070626,0.0002575976093244555,7.557371705248704e-05
22.0,0.0010290102060597013,0.0003892789227187625,0.000188868396726615,7.630905270029204e-05
23.0,0.0011904412250690896,0.0003404388832398307,0.0004917243734438795,0.00011483474880168558
24.0,0.00088471728399196,0.00028974055847583673,0.00016242072590253286,6.956769952925134e-05
25.0,0.0007489375265754557,0.00035911624765189507,0.00013063971611263392,7.14469235608725e-05
26.0,0.0006913397822017337,0.00018691920680120587,0.0007065400756336283,0.00018013649374845755
27.0,0.0007726177180459472,0.00034570801753509937,0.00021261239727659388,7.238668216373229e-05
28.0,0.00029618896048401894,0.00018287173535193877,0.00011049232820878368,4.1974684333324954e-05
29.0,0.0006491422174298795,0.00026031478283537307,0.00010594499536783811,5.441714745565866e-05
30.0,0.0002489884893161054,0.00014708415509713256,0.00036097369792484113,0.0001544952311429978
31.0,0.0002292050583414313,0.00010973721333553959,0.00013674871947360207,4.993108318937819e-05
32.0,0.00030786729279880395,0.00012062404667588893,0.00014969117512075435,5.144570443737349e-05
33.0,0.0003405818497634777,0.0001343023109587421,8.759622870493029e-05,4.1038869859702195e-05
34.0,0.00034434225205298426,0.00020750475901626755,0.00014208406253287748,5.274476537157758e-05
35.0,0.00023293874871353372,0.00012022151956617395,0.0001345315337680626,5.265719607669353e-05
36.0,0.0003707471974264843,0.00013697890194279633,9.370501471451812e-05,3.279505423255852e-05
37.0,0.0006858678518926519,0.0003201260500214619,0.00011680616531642095,4.5373282926898416e-05
38.0,0.0003206953042425195,0.0001748460550323534,0.0001082849705311611,5.300489165202135e-05
39.0,0.0002493230350745744,9.315636732734912e-05,8.523072496269473e-05,2.674579368713232e-05
40.0,0.00014003245907093787,0.00010520121119453817,0.00013706665350382522,4.629677806050722e-05
41.0,0.00012319873032848802,9.330536451270034e-05,9.033453693636738e-05,3.7885374186009584e-05
42.0,5.911190021610565e-05,4.498994827883126e-05,0.0006910224537874188,0.000318355539603973
43.0,4.566267403165856e-05,4.100392157685007e-05,0.0003140142840149783,9.178197967119843e-05
44.0,9.392994648521327e-05,7.82689775348995e-05,8.988874984898376e-05,3.531737796793857e-05
45.0,8.046489547607046e-05,7.382182333074646e-05,6.164601418717502e-05,3.0007085864390792e-05
46.0,6.565306157655806e-05,5.3353733161945185e-05,8.182539545796367e-05,3.6482866984965733e-05
47.0,5.873644693836676e-05,5.3611914555843436e-05,7.209337905389948e-05,3.4932940283022346e-05
48.0,3.396700266688283e-05,4.0626330951709255e-05,0.00014320932863470183,4.4462969230065397e-05
49.0,4.696876390914843e-05,3.981737241518866e-05,8.581221755777297e-05,2.813591681881178e-05
50.0,3.76352755067856e-05,4.002892147225188e-05,0.00012382270566741938,4.512933309941102e-05
