Base index,ATMi_4_2#TOP,ATMi_4_2#BOT
407,0,0
408,1,0
409,0,0
410,0,0
411,1,0
412,2,0
413,2,0
414,0,0
415,1,1
416,1,0
417,1,0
418,1,0
419,1,0
420,2,0
421,1,1
422,0,0
423,0,1
424,1,0
425,0,0
426,1,0
427,2,0
428,1,0
429,1,0
430,0,0
431,2,0
432,0,0
433,1,1
434,0,0
435,2,0
436,1,2
437,1,0
438,0,0
439,1,0
440,1,0
441,4,0
442,1,0
443,0,0
444,2,0
445,3,0
446,3,0
447,3,0
448,3,1
449,1,3
450,1,0
451,3,3
452,3,1
453,3,0
454,1,0
455,1,3
456,4,1
457,0,0
458,7,1
459,0,0
460,2,2
461,0,0
462,2,0
463,1,0
464,2,1
465,0,1
466,1,1
467,0,1
468,0,0
469,0,0
470,0,3
471,1,0
472,1,0
473,2,1
474,0,1
475,1,2
476,1,3
477,5,2
478,3,1
479,1,0
480,2,1
481,2,0
482,1,1
483,1,1
484,1,1
485,1,2
486,0,2
487,3,1
488,4,3
489,4,2
490,2,4
491,3,2
492,1,3
493,0,1
494,0,0
495,1,1
496,1,1
497,2,1
498,0,3
499,2,0
500,1,8
501,1,1
502,3,3
503,1,6
504,2,1
505,2,1
506,2,1
507,0,2
508,0,0
509,1,3
510,5,3
511,0,2
512,3,3
513,6,2
514,1,0
515,1,5
516,2,1
517,1,2
518,3,0
519,2,2
520,1,0
521,3,3
522,3,7
523,1,7
524,2,9
525,1,2
526,3,5
527,1,7
528,1,3
529,5,4
530,2,4
531,2,1
532,3,1
533,2,5
534,0,4
535,3,3
536,3,1
537,1,2
538,3,5
539,2,3
540,1,4
541,3,2
542,3,8
543,3,9
544,2,6
545,1,3
546,3,3
547,4,4
548,1,3
549,1,2
550,1,1
551,3,7
552,1,1
553,0,4
554,1,1
555,3,1
556,2,3
557,0,2
558,0,3
559,0,1
560,1,1
561,0,1
562,1,2
563,2,4
564,1,1
565,1,1
566,0,5
567,1,6
568,1,1
569,1,0
570,0,0
571,1,0
572,3,0
573,0,0
574,0,4
575,1,2
576,0,2
577,1,0
578,3,2
579,4,1
580,0,5
581,3,3
582,0,2
583,0,2
584,0,1
585,0,2
586,4,2
587,6,1
588,0,0
589,0,0
590,0,0
591,0,3
592,0,0
593,0,1
594,0,0
595,0,1
596,1,2
597,0,1
598,0,1
599,2,0
600,0,2
601,0,0
602,0,0
603,0,2
604,0,0
605,0,0
606,0,2
607,0,3
608,1,1
609,0,1
610,0,0
611,0,1
612,0,0
613,1,0
614,0,0
615,0,1
616,0,0
617,0,0
618,0,0
619,0,1
620,0,0
621,0,0
622,0,1
623,0,1
624,0,0
625,1,0
626,0,0
627,0,1
628,0,2
629,0,3
630,0,2
631,0,0
632,0,3
633,0,1
634,0,0
635,0,1
636,0,0
637,0,1
638,0,0
639,0,1
640,0,1
641,0,0
642,0,1
643,0,0
644,0,2
645,0,0
646,0,0
647,0,0
648,0,1
649,0,0
650,0,1
651,0,0
652,0,2
653,0,1
654,0,0
655,0,0
656,0,0
657,0,1
658,0,0
659,0,1
660,0,0
661,0,0
662,0,1
663,0,2
664,0,0
665,0,0
666,0,2
667,0,2
668,0,0
669,0,0
670,0,1
671,0,0
672,0,0
673,0,1
674,0,0
675,0,5
676,0,0
677,0,3
678,0,5
679,0,1
680,0,0
681,0,1
682,0,4
683,0,0
684,0,0
685,0,0
686,0,1
687,0,1
688,0,1
689,0,7
690,0,1
691,0,3
692,0,2
693,0,3
694,0,2
695,0,4
696,0,4
697,0,12
698,0,11
699,0,16
700,0,26
701,0,10
702,0,41
703,0,213
704,0,11914
