Base index,ATMi_3_2#TOP,ATMi_3_2#BOT
250,0,9
251,3,17
252,1,22
253,0,10
254,0,21
255,0,19
256,1,13
257,0,13
258,0,26
259,0,6
260,0,17
261,1,16
262,1,15
263,1,13
264,0,16
265,0,20
266,0,60
267,2,17
268,0,12
269,0,14
270,0,9
271,0,10
272,0,7
273,0,17
274,0,11
275,0,14
276,1,19
277,0,11
278,0,20
279,0,17
280,0,16
281,0,17
282,0,18
283,0,28
284,0,13
285,0,11
286,0,13
287,0,7
288,0,12
289,0,7
290,1,9
291,0,14
292,0,15
293,0,22
294,0,11
295,0,19
296,0,13
297,0,17
298,0,10
299,0,13
300,0,14
301,0,26
302,0,20
303,0,14
304,0,28
305,0,12
306,0,17
307,0,11
308,1,16
309,1,50
310,0,182
311,0,7
312,0,16
313,0,11
314,1,24
315,0,18
316,1,21
317,0,28
318,1,26
319,4,13
320,0,26
321,0,27
322,1,83
323,5,27
324,2,17
325,4,43
326,5,123
327,12,26
328,5,22
329,4,76
330,5,35
331,1,40
332,6,27
333,6,35
334,14,51
335,15,28
336,5,84
337,10,75
338,10,24
339,13,45
340,19,51
341,54,56
342,64,93
343,106,104
344,349,60
345,312,163
346,323,22
347,598,87
348,299,110
349,891,132
350,615,138
351,793,1591
352,545,126730
353,862,33
354,603,18
355,422,16
356,989,17
357,543,25
358,513,16
359,544,27
360,214,62
361,420,10
362,326,8
363,147,3
364,69,4
365,73,6
366,61,4
367,41,2
368,37,2
369,21,2
370,20,4
371,8,7
372,36,2
373,24,4
374,29,3
375,23,1
376,15,14
377,18,3
378,20,2
379,11,1
380,20,0
381,7,3
382,9,2
383,2,1
384,3,1
385,7,0
386,4,1
387,4,2
388,6,1
389,4,1
390,13,1
391,4,1
392,2,1
393,3,2
394,3,1
395,0,0
396,0,1
397,3,0
398,0,0
399,2,0
400,2,0
401,0,0
402,1,0
403,0,1
404,1,0
405,1,0
406,1,1
407,0,0
408,0,1
409,0,2
410,1,0
411,2,0
412,0,1
413,2,1
414,1,0
415,2,0
416,1,0
417,0,0
418,1,0
419,1,1
420,0,0
421,1,0
422,1,0
423,0,0
424,0,0
425,1,1
426,1,0
427,0,0
428,0,0
429,0,2
430,0,0
431,3,1
432,2,0
433,1,0
434,0,0
435,1,1
436,0,0
437,0,1
438,1,0
439,0,1
440,0,1
441,1,0
442,1,0
443,1,1
444,0,1
445,1,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,3
452,0,2
453,2,1
454,0,0
455,0,1
456,1,1
457,0,0
458,2,1
459,0,1
460,1,0
461,2,0
462,2,0
463,0,0
464,1,0
465,0,0
466,0,1
467,2,1
468,0,0
469,3,1
470,0,1
471,1,0
472,2,1
473,1,0
474,1,3
475,0,2
476,1,0
477,0,2
478,0,2
479,1,0
480,0,2
481,2,0
482,3,0
483,1,1
484,0,0
485,1,0
486,1,2
487,2,0
488,1,0
489,0,1
490,2,1
491,0,1
492,0,0
493,0,0
494,0,1
495,2,0
496,1,0
497,0,0
498,0,0
499,2,1
500,0,1
501,0,2
502,2,0
503,3,1
504,2,0
505,0,1
506,2,1
507,1,0
508,1,1
509,2,1
510,1,1
511,0,1
512,2,1
513,1,1
514,1,0
515,1,0
516,1,1
517,0,1
518,2,0
519,1,1
520,2,0
521,3,2
522,0,1
523,0,0
524,1,0
525,0,0
526,1,0
527,0,0
528,1,1
529,1,2
530,0,1
531,2,0
532,4,1
533,1,0
534,0,2
535,0,1
536,0,0
537,4,1
538,0,0
539,5,2
540,1,1
541,0,2
542,1,1
543,1,0
544,4,0
545,0,1
546,2,0
547,2,0
548,2,0
549,0,1
550,5,3
551,0,1
552,1,1
553,2,2
554,2,0
555,1,1
556,3,1
557,0,0
558,1,0
559,1,0
560,1,0
561,1,1
562,0,0
563,0,1
564,0,0
565,1,0
566,1,0
567,0,0
568,2,0
569,0,0
570,3,0
571,1,0
572,0,0
573,1,0
574,0,0
575,1,0
576,1,1
577,1,0
578,0,1
579,3,0
580,3,1
581,0,1
582,0,0
583,1,1
584,0,1
585,1,0
586,0,0
587,1,1
588,2,0
589,1,1
590,0,2
591,0,0
592,0,0
593,0,1
594,0,0
595,1,0
596,1,1
597,0,1
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,1
604,0,0
605,0,0
606,0,0
607,1,1
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,2
615,0,1
616,0,0
617,0,1
618,0,0
619,0,0
620,0,0
621,1,0
622,0,1
623,0,0
624,0,0
625,0,0
626,0,0
627,1,0
628,0,0
629,0,0
630,1,1
631,0,0
632,0,0
633,0,0
634,0,1
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,2
646,0,0
647,0,1
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,1
658,0,0
659,0,0
660,0,0
661,0,0
662,1,0
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,2
669,0,0
670,0,1
671,0,1
672,0,0
673,0,0
674,0,0
675,0,3
676,0,0
677,0,1
678,0,4
679,0,1
680,0,1
681,0,1
682,0,7
683,0,1
684,0,0
685,0,1
686,0,0
687,0,2
688,0,1
689,0,1
690,0,2
691,0,2
692,0,1
693,0,1
694,0,2
695,0,3
696,0,5
697,0,5
698,0,6
699,0,8
700,0,8
701,0,9
702,0,25
703,0,177
704,0,11134
