Base index shifted,ATMi#TOP#AVERAGE,ATMi#TOP#STD,ATMi#BOT#AVERAGE,ATMi#BOT#STD
-12.0,0.008301579999464759,0.0037695222324553223,0.0005333486747459282,0.0002885264290166103
-11.0,0.00898874267669211,0.0015479689010458426,0.0007257849504066752,0.0002987311514814064
-10.0,0.029143735259332955,0.007655830860966629,0.0006947669368478894,0.00018150910107911424
-9.0,0.0275671473906685,0.006634526752640422,0.0005032733963820453,0.0001961390323450168
-8.0,0.032245897547758764,0.005239731006492841,0.0012745418976668685,0.0001825170200885991
-7.0,0.04028530423479255,0.011827369764733649,0.0002661794448696922,9.882148050247816e-05
-6.0,0.022677379200768313,0.01700719445681246,0.0005334460610808564,0.00012755399386930972
-5.0,0.07026327608461069,0.01391219089145936,0.0010460299593185612,0.000307472366577358
-4.0,0.04950269085546389,0.008035576914609393,0.0010969869776187736,0.00046375290822900204
-3.0,0.08139182506309814,0.017953790013391212,0.001525946981992404,0.0008441528784830701
-2.0,0.07660930336114168,0.020346177453439845,0.013419285639719137,0.006909507592216945
-1.0,0.0885011893143209,0.019625018187685698,0.9652713414576721,0.010016353962013955
0.0,0.07447408545564589,0.02061587191036156,0.0003443477783702001,0.0001568776323420126
1.0,0.034946905928517284,0.009413910482250806,0.00021142556486119555,8.564565293809968e-05
2.0,0.09109205667041388,0.0179166632144784,0.00029289606591026543,0.0001625341586133682
3.0,0.04273601587144751,0.010008738127639565,0.0001580594729447286,6.661630259635803e-05
4.0,0.03772567061760362,0.007617118908577789,0.00021398779918814224,8.695151072127727e-05
5.0,0.042239352797438075,0.0073136546011598885,0.00018466620852109476,7.448396084380082e-05
6.0,0.016394217594465556,0.00401715740814209,0.00026714855376223825,0.00011350949882902537
7.0,0.02618384485700019,0.009331531276769858,0.0005943487468432505,0.000228299038170999
8.0,0.017245357081986986,0.006180720460090333,6.146624670811586e-05,2.0188178593127006e-05
9.0,0.011534088634909049,0.0028437537091576294,9.14165433934357e-05,3.6092481430116556e-05
10.0,0.007108453811656962,0.0032949212512135666,6.376540427929351e-05,4.167739895101459e-05
11.0,0.0052252433570202745,0.0015068076323810184,6.889941716630467e-05,3.375406724732855e-05
12.0,0.0038603334669238118,0.0010740557367303557,6.908279733071084e-05,4.104051895036498e-05
13.0,0.0022153735850853114,0.000632719020962931,6.564997763139471e-05,3.132424355576224e-05
14.0,0.0024249791000720954,0.0005932512311634985,5.2002892328329514e-05,3.777346556073966e-05
15.0,0.0017883844606752571,0.0004913266069881838,3.0265938377208564e-05,1.9543155467189475e-05
16.0,0.0015727025624811526,0.0003566766772568346,4.8564953711657876e-05,4.47735053623303e-05
17.0,0.0007414659099381027,0.0001775994829816873,4.938487123879473e-05,4.072968059651304e-05
18.0,0.0024405058504232513,0.0009665123839579973,5.871570820077473e-05,2.565046734550794e-05
19.0,0.0015672992449736701,0.0005309701490074684,1.470734627883428e-05,1.663048328323801e-05
20.0,0.002020733772855032,0.000622560047937938,3.499607730458677e-05,2.6395510724066493e-05
21.0,0.001037576583735063,0.0003740876367818372,2.5142710829158637e-05,2.2222980418219044e-05
22.0,0.0011994488884069245,0.0003457428718234386,3.4631764377927233e-05,1.748509068084077e-05
23.0,0.0008779988698210197,0.0003141383591373969,0.00013258121593554673,7.338529591848803e-05
24.0,0.0007459655755568314,0.00036512579575805586,3.181696345921031e-05,2.4506587836242555e-05
25.0,0.0007069731507495451,0.0002100201308593872,2.871022785039298e-05,2.209783734354275e-05
26.0,0.0007774994044035676,0.0003400823374619734,3.276490248481167e-05,2.5500770347734553e-05
27.0,0.0002974253293579228,0.00017568686520491012,2.5996951425746736e-05,4.217390650327444e-05
28.0,0.0006580382925817167,0.0002789072847749114,3.9126761678818905e-05,2.8951450029929163e-05
29.0,0.0002592431069003154,0.00015477756873096725,2.392463587546403e-05,3.418718229205299e-05
30.0,0.00022150021031269363,9.968515915342009e-05,3.235544867238543e-05,3.4033256121956405e-05
31.0,0.0003152546202779382,0.0001260972296420799,3.058628008410568e-05,3.0657154996256445e-05
32.0,0.0003285467416275742,0.00012877012850309356,2.095740234923571e-05,2.5950765087992957e-05
33.0,0.00035070501357901805,0.00020695848615205766,2.3499896551289782e-05,2.433181215418654e-05
34.0,0.0002352724090917754,0.00012238236525846755,2.582633864818785e-05,3.119447940879058e-05
35.0,0.00037656934121844244,0.00013440301524669454,2.3306290257933272e-05,3.551547616138871e-05
36.0,0.0007063767967013219,0.0003403981100485441,3.391007667592282e-05,4.1867862291722086e-05
37.0,0.0003272804373130565,0.00019341382921099333,3.4047334620000966e-05,3.620350553116184e-05
38.0,0.0002514963738058596,0.00010004111014743577,2.1241966616432372e-05,2.3830269267478456e-05
39.0,0.00014716161390698293,0.00011717172032513485,1.5661689732653944e-05,1.7182181157205877e-05
40.0,0.00012577016308106776,0.00010305677096595847,2.035217432465006e-05,2.2248192182373142e-05
41.0,5.926296136691538e-05,4.599445852356619e-05,1.0778367846808141e-05,9.860517259176149e-06
42.0,4.7235163861796816e-05,4.093673388577078e-05,1.4347524557075189e-05,2.3950696878881372e-05
43.0,9.662830760659303e-05,8.711867554891126e-05,2.3033749942111437e-05,2.5090423193715553e-05
44.0,7.219013254107512e-05,7.010921973235302e-05,1.0743491284135015e-05,1.685350875351811e-05
45.0,6.852409366905333e-05,5.571751375580472e-05,2.0371154802976195e-05,2.7652214652567008e-05
46.0,6.214228340046553e-05,5.632077563790629e-05,1.415964728240096e-05,2.4033253961543322e-05
47.0,3.2893772765161606e-05,4.5761366815128325e-05,7.875862999554914e-06,8.658110703550608e-06
48.0,4.900823316185708e-05,4.308023730035832e-05,1.7479541580959095e-05,3.5056045558066066e-05
49.0,3.128270099990489e-05,3.187610922656505e-05,1.0549168015722273e-05,1.3407388367030815e-05
50.0,0.0,0.0,6.436201562286355e-06,9.214273182482554e-06
