Base index,ATMi1_3#TOP,ATMi1_3#BOT
238,0,20
239,5,19
240,8,24
241,1,20
242,6,8
243,13,14
244,6,37
245,2,6
246,4,16
247,2,5
248,3,4
249,3,17
250,3,6
251,1,9
252,3,12
253,0,3
254,1,14
255,2,16
256,2,10
257,3,8
258,3,20
259,4,7
260,2,5
261,1,9
262,0,8
263,5,8
264,1,4
265,1,4
266,4,25
267,4,10
268,2,2
269,0,6
270,3,7
271,2,6
272,3,3
273,1,13
274,2,7
275,1,8
276,2,7
277,2,8
278,5,5
279,2,8
280,1,13
281,4,2
282,4,11
283,2,6
284,5,6
285,0,5
286,7,6
287,5,4
288,2,5
289,3,6
290,1,4
291,2,5
292,3,10
293,2,14
294,7,2
295,4,10
296,11,10
297,7,10
298,6,5
299,8,7
300,7,7
301,11,7
302,31,9
303,13,4
304,4,9
305,11,1
306,9,5
307,4,2
308,9,5
309,18,23
310,7,33
311,6,1
312,26,9
313,17,6
314,15,3
315,8,6
316,27,6
317,10,5
318,11,10
319,34,0
320,20,6
321,37,9
322,23,19
323,44,8
324,23,6
325,56,7
326,41,43
327,35,5
328,71,7
329,19,37
330,77,13
331,37,16
332,57,17
333,83,22
334,49,11
335,131,16
336,92,51
337,154,48
338,93,28
339,132,24
340,303,61
341,638,60
342,787,62
343,823,60
344,3177,42
345,2551,100
346,3505,18
347,3876,41
348,1018,84
349,7335,48
350,3175,160
351,9223,1574
352,8013,60692
353,5498,11
354,8380,11
355,2271,30
356,9980,10
357,4666,21
358,3594,13
359,4741,33
360,1623,69
361,2298,4
362,1196,9
363,1157,5
364,589,5
365,412,7
366,284,7
367,216,6
368,247,3
369,173,8
370,156,10
371,60,3
372,255,1
373,152,4
374,211,4
375,98,2
376,113,18
377,78,4
378,66,4
379,77,7
380,77,9
381,35,2
382,59,7
383,30,8
384,14,7
385,25,6
386,33,6
387,34,6
388,33,9
389,50,11
390,66,9
391,34,5
392,27,3
393,8,5
394,12,2
395,8,5
396,4,6
397,4,4
398,5,7
399,6,6
400,9,2
401,6,9
402,1,2
403,7,2
404,5,3
405,3,2
406,6,4
407,7,2
408,6,0
409,2,6
410,2,1
411,2,3
412,1,1
413,4,2
414,5,2
415,6,1
416,5,2
417,5,0
418,8,0
419,9,1
420,8,0
421,9,0
422,6,1
423,5,1
424,11,1
425,12,0
426,9,3
427,7,2
428,4,0
429,4,0
430,4,3
431,16,0
432,3,2
433,3,1
434,12,1
435,8,1
436,11,0
437,6,4
438,18,2
439,11,1
440,7,1
441,14,1
442,28,1
443,10,1
444,12,0
445,23,2
446,29,2
447,9,1
448,12,1
449,9,1
450,14,2
451,10,8
452,19,6
453,12,4
454,10,5
455,12,3
456,13,4
457,13,2
458,33,7
459,16,5
460,26,1
461,8,5
462,12,2
463,15,3
464,10,9
465,9,2
466,16,3
467,19,8
468,9,6
469,16,7
470,15,16
471,20,6
472,14,17
473,23,4
474,12,10
475,6,15
476,12,13
477,17,11
478,28,10
479,36,2
480,11,8
481,20,6
482,47,7
483,24,17
484,28,5
485,20,12
486,23,9
487,28,19
488,47,18
489,22,17
490,11,8
491,13,13
492,29,16
493,20,16
494,30,12
495,19,17
496,19,12
497,15,3
498,13,15
499,38,11
500,8,24
501,43,14
502,36,16
503,20,23
504,29,3
505,15,24
506,18,16
507,16,17
508,26,12
509,26,14
510,25,12
511,26,19
512,28,13
513,40,15
514,28,14
515,39,10
516,29,13
517,15,6
518,22,7
519,36,9
520,66,14
521,40,29
522,13,28
523,36,21
524,13,15
525,24,9
526,29,8
527,15,27
528,23,14
529,34,3
530,29,10
531,25,12
532,44,14
533,46,18
534,27,15
535,31,16
536,22,18
537,61,15
538,25,14
539,43,14
540,39,27
541,31,9
542,33,11
543,14,17
544,32,27
545,24,29
546,37,17
547,46,18
548,13,24
549,13,13
550,48,29
551,28,16
552,48,8
553,36,20
554,36,10
555,9,9
556,19,7
557,15,8
558,34,8
559,17,16
560,27,16
561,15,12
562,10,10
563,15,16
564,6,18
565,35,14
566,18,17
567,16,12
568,22,14
569,11,17
570,10,7
571,13,12
572,26,7
573,19,7
574,5,12
575,32,11
576,16,13
577,23,8
578,16,16
579,28,11
580,13,13
581,11,13
582,17,14
583,6,4
584,11,11
585,7,8
586,16,5
587,14,7
588,9,6
589,5,7
590,3,13
591,12,4
592,13,7
593,7,5
594,7,5
595,4,5
596,9,7
597,2,4
598,1,3
599,5,5
600,2,4
601,0,9
602,4,2
603,0,17
604,4,1
605,1,4
606,3,3
607,0,19
608,2,4
609,1,3
610,4,3
611,1,6
612,0,5
613,1,3
614,1,4
615,0,5
616,5,0
617,1,4
618,0,3
619,2,4
620,0,1
621,2,0
622,0,5
623,1,3
624,2,3
625,2,4
626,0,2
627,2,0
628,1,2
629,1,3
630,5,2
631,0,4
632,0,0
633,0,5
634,0,2
635,1,2
636,0,2
637,0,0
638,0,3
639,0,1
640,1,7
641,0,1
642,1,2
643,0,0
644,1,1
645,1,8
646,0,2
647,0,2
648,0,1
649,0,7
650,0,1
651,0,2
652,0,7
653,0,1
654,0,0
655,0,1
656,0,3
657,0,2
658,0,3
659,0,5
660,0,2
661,0,0
662,0,0
663,0,3
664,0,5
665,0,4
666,0,0
667,0,0
668,0,5
669,0,2
670,1,3
671,0,2
672,0,3
673,0,3
674,0,1
675,0,17
676,0,3
677,0,4
678,0,20
679,0,1
680,0,4
681,0,5
682,0,20
683,0,0
684,0,1
685,0,6
686,0,3
687,0,3
688,0,14
689,0,34
690,0,12
691,0,17
692,0,10
693,0,14
694,0,19
695,0,4
696,0,36
697,0,29
698,0,44
699,0,85
700,0,106
701,0,87
702,0,257
703,0,1571
704,0,95074
