Base index,ATMi0_1#TOP,ATMi0_1#BOT
607,0,9
608,1,4
609,1,1
610,0,3
611,0,2
612,1,2
613,0,2
614,0,0
615,0,2
616,0,2
617,1,1
618,0,0
619,0,1
620,0,0
621,0,2
622,0,1
623,0,3
624,1,0
625,1,1
626,0,0
627,1,3
628,0,0
629,0,4
630,1,4
631,0,1
632,0,0
633,0,4
634,0,0
635,1,3
636,0,1
637,0,1
638,0,2
639,0,2
640,1,0
641,0,0
642,0,2
643,0,1
644,0,1
645,0,5
646,0,0
647,0,1
648,0,1
649,0,3
650,0,1
651,0,1
652,0,6
653,0,2
654,0,2
655,0,1
656,0,2
657,0,3
658,0,1
659,0,1
660,0,2
661,0,1
662,0,5
663,0,2
664,0,2
665,0,0
666,0,0
667,0,1
668,0,3
669,0,1
670,0,2
671,0,1
672,0,0
673,0,3
674,0,2
675,0,9
676,0,2
677,0,4
678,0,11
679,0,1
680,0,4
681,0,4
682,0,14
683,0,2
684,0,4
685,0,2
686,0,5
687,0,4
688,0,8
689,0,17
690,0,15
691,0,7
692,0,12
693,0,14
694,0,13
695,0,10
696,0,30
697,0,26
698,0,48
699,0,94
700,0,112
701,0,91
702,0,236
703,0,877
704,0,63033
