Relative base index,GTT nick type B run 0,GTT nick type B run 1,GTT nick type B run 2,Average nick type B GTT,GTT nick type C run 0,GTT nick type C run 1,GTT nick type C run 2,Average nick type C GTT
-16,0.84483987419755,1.0805057338421293,0.9871286951150254,0.970824767718235,1.0716126825347903,1.0449335286127606,1.2139015034522656,1.1101492381999387
-15,0.8270537715828594,1.0760592081884537,0.9248773359636392,0.9426634385783174,1.0449335286127606,0.9471099642319931,1.1472036186472037,1.0464157038306525
-14,0.8715190281195797,1.0227009003444065,0.8137141946218569,0.902644707695281,0.9560030155393323,0.9159842846562877,1.1249709903788374,0.9989860968581525
-13,0.9560030155393323,1.1605431956082062,0.9737891181540229,1.0301117764338539,1.0538265799200996,1.040487002959085,1.107184887764159,1.0671661568811146
-12,1.0538265799200996,0.982682169461362,0.9337703872709783,0.9900930455508133,1.02714742599807,1.0315939516517456,0.982682169461362,1.0138078490370592
-11,1.02714742599807,1.0716126825347903,0.9426634385783175,1.0138078490370592,1.0360404773054215,1.0627196312274387,1.2405806573742952,1.1131135886357184
-10,1.1694362469155577,1.004914797729716,1.1027383621104834,1.0923631355852523,1.1116314134178225,1.1649897212618818,1.049380054266424,1.108667062982043
-9,1.2316876060669562,1.013807849037055,0.9026447076952728,1.049380054266428,1.040487002959085,1.1027383621104834,1.1338640416861887,1.0923631355852523
-8,1.2539202343353102,1.1116314134178225,0.9382169129246417,1.1012561868925916,1.2227945547596046,1.0938453108031443,1.2761528626036642,1.1975975760554711
-7,1.129417516032513,1.1694362469155577,1.2761528626036642,1.1916688751839117,1.1827758238765724,1.2761528626036642,1.302832016525694,1.2539202343353102
-6,1.129417516032513,1.1738827725692211,1.0182543746907309,1.107184887764155,1.20945497779859,1.1916688751839117,1.1872223495302359,1.1961154008375792
-5,1.1649897212618818,1.2494737086816345,1.0449335286127606,1.153132319518759,1.2850459139110033,1.2183480291059414,1.1027383621104834,1.2020441017091426
-4,1.2227945547596046,1.3650833756770924,1.0582731055737753,1.2153836786701575,1.2761528626036642,1.2628132856426493,1.1872223495302359,1.2420628325921832
-3,1.2005619264912508,1.2316876060669562,0.9960217464223768,1.142757092993528,1.302832016525694,1.2539202343353102,1.311725067833033,1.289492439564679
-2,1.2139015034522656,1.2672598112963251,1.040487002959085,1.1738827725692254,1.2628132856426493,1.302832016525694,1.2850459139110033,1.2835637386931156
-1,1.333957696101387,1.3695299013307682,1.0849522594958052,1.2628132856426535,1.2761528626036642,1.2717063369499884,1.3784229526381073,1.3087607173972533
0,1.325064644794048,1.2316876060669562,1.049380054266424,1.2020441017091428,1.2717063369499884,1.2583667599889858,1.3739764269844315,1.301349841307802
1,1.2672598112963251,1.298385490872018,1.0893987851494684,1.2183480291059372,1.3161715934867086,1.2628132856426493,1.325064644794048,1.301349841307802
2,1.325064644794048,1.2628132856426493,1.107184887764159,1.2316876060669522,1.289492439564679,1.2539202343353102,1.3784229526381073,1.3072785421793656
3,1.2672598112963251,1.3072785421793696,1.1116314134178225,1.2287232556311725,1.298385490872018,1.2494737086816345,1.302832016525694,1.2835637386931156
4,1.333957696101387,1.298385490872018,1.107184887764159,1.2465093582458548,1.2583667599889858,1.245027183027971,1.325064644794048,1.2761528626036682
5,1.2050084521449265,1.3161715934867086,1.0671661568811146,1.1961154008375832,1.3784229526381073,1.2316876060669562,1.3517437987160776,1.3206181191403805
6,1.2939389652183548,1.3428507474087386,1.040487002959085,1.225758905195393,1.3561903243697533,1.2139015034522656,1.3384042217550627,1.302832016525694
7,1.2583667599889858,1.2272410804132805,1.02714742599807,1.1709184221334454,1.1738827725692211,1.1872223495302359,1.3161715934867086,1.2257589051953885
8,1.298385490872018,1.298385490872018,1.1472036186472037,1.2479915334637466,1.3739764269844315,1.1338640416861887,1.3695299013307682,1.2924567900004629
9,1.1472036186472037,1.1560966699545427,0.9515564898856566,1.084952259495801,1.2939389652183548,1.151650144300867,1.298385490872018,1.2479915334637466
10,1.1783292982228968,1.1872223495302359,1.040487002959085,1.1353462169040727,1.1872223495302359,1.302832016525694,1.298385490872018,1.2628132856426493
11,1.120524464725174,1.1605431956082062,0.960449541193008,1.0805057338421293,1.0893987851494684,1.1605431956082062,1.3072785421793696,1.185740174312348
12,1.0893987851494684,1.0982918364568077,1.0938453108031443,1.0938453108031403,1.1027383621104834,1.1116314134178225,1.3561903243697533,1.1901866999660198
13,1.1383105673398521,1.298385490872018,1.1383105673398521,1.1916688751839075,1.0938453108031443,1.129417516032513,1.2672598112963251,1.163507546043994
14,1.0227009003444065,1.0982918364568077,1.0805057338421293,1.0671661568811144,1.333957696101387,0.9782356438076862,1.3384042217550627,1.2168658538880452
15,0.9693425925003472,1.0849522594958052,1.0227009003444065,1.0256652507801862,0.9915752207687011,1.0227009003444065,1.2672598112963251,1.0938453108031443
16,0.9115377590026243,1.0449335286127606,1.0716126825347903,1.0093613233833916,1.0760592081884537,1.0004682720760403,1.3962090552527855,1.1575788451724265
17,1.1027383621104834,1.0982918364568077,0.9515564898856566,1.0508622294843157,1.1338640416861887,1.0315939516517456,1.333957696101387,1.1664718964797738
18,0.9204308103099634,0.9382169129246417,0.9070912333489486,0.9219129855278512,1.0982918364568077,1.004914797729716,1.2583667599889858,1.1205244647251698
19,0.982682169461362,1.0227009003444065,0.960449541193008,0.9886108703329254,1.049380054266424,1.1116314134178225,1.2405806573742952,1.1338640416861805
20,0.9248773359636392,0.960449541193008,0.9560030155393323,0.9471099642319931,1.0849522594958052,1.1027383621104834,1.0982918364568077,1.095327486021032
21,1.0760592081884537,1.0893987851494684,0.9648960668466714,1.0434513533948644,1.2672598112963251,1.1738827725692211,1.1961154008375874,1.212419328234378
22,1.0805057338421293,1.0315939516517456,0.9115377590026243,1.0078791481654996,1.1472036186472037,1.1961154008375874,1.1738827725692211,1.1724005973513376
23,0.9648960668466714,0.9382169129246417,0.9115377590026243,0.9382169129246458,1.0360404773054215,1.0582731055737753,0.9915752207687011,1.0286296012159661
24,1.004914797729716,1.0449335286127606,0.9337703872709783,0.994539571204485,1.0893987851494684,1.151650144300867,1.1249709903788374,1.1220066399430575
25,1.0093613233833918,0.9915752207687011,0.8804120794269189,0.960449541193004,1.0760592081884537,1.0982918364568077,1.151650144300867,1.108667062982043
26,0.8981981820416095,0.9560030155393323,0.9159842846562877,0.9233951607457431,1.0315939516517456,1.013807849037055,1.0360404773054215,1.0271474259980742
27,0.8626259768122406,0.8492863998512258,0.7736954637388124,0.8285359468007596,0.9204308103099634,0.8226072459291961,1.0716126825347903,0.9382169129246499
28,0.8715190281195797,0.9159842846562877,0.8048211433145055,0.8641081520301244,0.9159842846562877,0.8181607202755203,1.02714742599807,0.9204308103099593
29,0.960449541193008,0.9115377590026243,0.8092676689681811,0.8937516563879377,0.9070912333489486,0.8670725024659041,1.0671661568811146,0.9471099642319891
30,0.9159842846562877,0.9471099642319931,0.8848586050805946,0.9159842846562918,0.9693425925003472,0.8804120794269189,0.9693425925003472,0.9396990881425378
31,0.8937516563879337,0.8759655537732555,0.7425697841631069,0.8374289981080988,1.0315939516517456,0.8537329255048891,1.0360404773054215,0.9737891181540187
32,0.9026447076952728,0.9248773359636392,0.8759655537732555,0.9011625324773892,1.0315939516517456,0.7825885150461515,1.0627196312274387,0.9589673659751119
33,1.0093613233833918,0.9960217464223768,0.9471099642319931,0.9841643446792538,1.107184887764159,0.7559093611241218,1.0315939516517456,0.9648960668466756
34,0.9471099642319931,1.013807849037055,0.9560030155393323,0.9723069429361267,1.0893987851494684,0.7203371558947529,1.4806930426725504,1.0968096612389238
35,0.9915752207687011,1.0093613233833918,0.9159842846562877,0.972306942936127,1.0671661568811146,0.9515564898856566,1.0849522594958052,1.0345583020875255
36,0.9382169129246417,0.960449541193008,0.9115377590026243,0.936734737706758,0.9915752207687011,1.0093613233833918,1.0893987851494684,1.0301117764338539
37,1.0449335286127606,1.0360404773054215,0.889305130734258,0.9900930455508132,1.129417516032513,1.0805057338421293,1.1027383621104834,1.1042205373283753
38,1.0004682720760403,0.9515564898856566,0.9026447076952728,0.9515564898856566,1.1472036186472037,1.013807849037055,1.0805057338421293,1.0805057338421296
39,0.9515564898856566,0.9204308103099634,0.8403933485438743,0.9041268829131647,1.1605431956082062,0.9693425925003472,1.0227009003444065,1.05086222948432
40,1.0004682720760403,0.9737891181540229,0.8804120794269189,0.9515564898856607,1.1872223495302359,0.9915752207687011,1.004914797729716,1.061237456009551
41,0.982682169461362,0.9382169129246417,0.8804120794269189,0.9337703872709743,1.2717063369499884,0.9782356438076862,0.9915752207687011,1.0805057338421251
42,0.9871286951150254,0.9871286951150254,0.8181607202755203,0.9308060368351905,1.1694362469155577,0.9471099642319931,0.9737891181540229,1.030111776433858
43,1.0093613233833918,0.960449541193008,0.8003746176608421,0.9233951607457472,1.0938453108031443,1.013807849037055,1.0004682720760403,1.036040477305413
44,1.040487002959085,1.0449335286127606,0.8626259768122406,0.9826821694613619,1.1338640416861887,1.0004682720760403,1.0093613233833918,1.0478978790485403
45,1.0182543746907309,1.0893987851494684,1.0227009003444065,1.0434513533948686,1.0938453108031443,1.1338640416861887,1.013807849037055,1.0805057338421291
46,1.2005619264912508,1.0805057338421293,0.9560030155393323,1.0790235586242376,1.0716126825347903,1.0582731055737753,1.0004682720760403,1.0434513533948688
47,0.8626259768122406,1.0093613233833918,0.9204308103099634,0.9308060368351986,1.0004682720760403,0.9426634385783175,0.9648960668466714,0.9693425925003432
48,1.02714742599807,1.0449335286127606,0.9782356438076862,1.016772199472839,1.049380054266424,1.0449335286127606,1.0227009003444065,1.039004827741197
49,1.120524464725174,1.0893987851494684,1.0182543746907309,1.0760592081884577,1.0227009003444065,1.120524464725174,0.9960217464223768,1.0464157038306523
50,0.6314066428213246,0.5647087580162627,0.6180670658603098,0.6047274888992991,0.5869413862846167,0.5736018093236018,0.6491927454360152,0.6032453136814112
