Base index,ATMi4_1#TOP,ATMi4_1#BOT
335,56,20
336,47,34
337,48,27
338,29,8
339,40,8
340,48,20
341,116,14
342,242,26
343,387,39
344,1805,20
345,1468,78
346,1378,21
347,1760,39
348,1992,52
349,1913,128
350,2075,53
351,2753,1072
352,2363,67170
353,5005,20
354,2870,12
355,1828,7
356,2164,6
357,1190,7
358,1422,11
359,1606,13
360,631,30
361,1133,4
362,890,4
363,338,6
364,157,3
365,150,2
366,118,1
367,78,2
368,87,1
369,59,1
370,55,4
371,27,3
372,96,0
373,49,0
374,71,0
375,41,1
376,39,3
377,30,5
378,23,1
379,30,3
380,27,1
381,5,4
382,30,3
383,8,1
384,10,0
385,13,2
386,10,0
387,14,0
388,6,0
389,14,1
390,25,1
391,16,0
392,10,0
393,5,1
394,4,0
395,2,1
396,1,1
397,0,0
398,1,1
399,0,0
400,1,0
401,2,1
402,1,0
403,0,0
404,1,0
405,0,0
406,1,1
407,0,0
408,0,0
409,0,1
410,1,0
411,2,0
412,3,0
413,1,1
414,2,0
415,2,0
416,0,0
417,0,0
418,0,0
419,1,0
420,0,0
421,4,0
422,1,0
423,0,0
424,1,0
425,3,0
426,3,0
427,0,0
428,1,0
429,0,0
430,0,0
431,3,0
432,1,0
433,1,0
434,1,0
435,0,0
436,4,0
437,1,0
438,3,0
439,1,0
440,1,1
441,4,0
442,6,0
443,1,0
444,1,2
445,2,0
446,0,0
447,2,0
448,1,1
449,1,1
450,0,1
451,0,0
452,3,1
453,2,2
454,2,0
455,2,0
456,2,2
457,1,1
458,2,0
459,2,0
460,1,0
461,0,1
462,5,0
463,2,0
464,0,2
465,0,3
466,3,0
467,0,0
468,1,1
469,1,2
470,1,0
471,4,1
472,2,1
473,7,1
474,2,3
475,2,2
476,3,5
477,3,1
478,4,0
479,0,0
480,2,0
481,2,2
482,6,2
483,2,2
484,0,0
485,2,5
486,3,1
487,5,1
488,7,2
489,5,1
490,2,1
491,0,0
492,4,0
493,1,0
494,4,2
495,0,2
496,7,1
497,3,2
498,1,0
499,2,1
500,1,4
501,0,4
502,1,4
503,3,5
504,4,0
505,1,6
506,3,3
507,1,1
508,3,3
509,4,2
510,2,0
511,3,2
512,5,3
513,3,0
514,3,2
515,5,1
516,1,2
517,1,0
518,2,1
519,3,0
520,6,0
521,3,4
522,2,7
523,2,2
524,0,1
525,0,0
526,6,3
527,2,4
528,4,1
529,4,3
530,2,4
531,3,2
532,3,4
533,4,1
534,0,2
535,1,3
536,4,0
537,7,3
538,3,1
539,9,3
540,6,3
541,1,2
542,5,6
543,4,4
544,6,5
545,2,7
546,3,1
547,1,4
548,5,4
549,1,0
550,6,3
551,3,3
552,2,1
553,2,4
554,2,2
555,2,2
556,3,1
557,1,2
558,1,2
559,3,3
560,2,0
561,0,2
562,2,0
563,2,1
564,0,2
565,1,1
566,2,1
567,1,1
568,2,0
569,0,6
570,2,1
571,3,1
572,2,0
573,4,0
574,3,2
575,1,5
576,2,1
577,0,1
578,3,2
579,6,0
580,2,2
581,0,3
582,0,3
583,1,1
584,0,0
585,0,1
586,2,0
587,1,3
588,1,0
589,1,3
590,0,1
591,1,3
592,0,3
593,0,1
594,0,1
595,0,0
596,0,1
597,0,0
598,0,0
599,0,0
600,0,2
601,0,0
602,0,0
603,0,0
604,0,1
605,0,0
606,0,0
607,1,1
608,0,1
609,0,1
610,0,0
611,0,0
612,0,2
613,0,1
614,0,1
615,0,0
616,0,0
617,1,1
618,0,0
619,0,0
620,0,0
621,0,0
622,0,2
623,0,0
624,0,2
625,0,0
626,0,1
627,0,1
628,1,2
629,0,0
630,1,3
631,0,1
632,0,0
633,0,2
634,0,1
635,0,1
636,0,1
637,0,0
638,0,0
639,2,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,1,4
646,0,0
647,0,2
648,0,0
649,0,0
650,0,0
651,0,2
652,0,0
653,0,0
654,0,1
655,0,0
656,0,0
657,0,0
658,0,2
659,0,1
660,1,2
661,0,0
662,0,1
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,1
669,0,0
670,0,3
671,0,1
672,0,0
673,0,2
674,0,0
675,0,11
676,0,2
677,0,7
678,0,10
679,0,2
680,0,3
681,0,9
682,0,22
683,0,2
684,0,3
685,0,3
686,0,2
687,0,1
688,0,1
689,0,6
690,0,3
691,0,5
692,0,5
693,0,1
694,0,4
695,0,5
696,0,12
697,0,25
698,0,31
699,0,48
700,0,47
701,0,26
702,0,112
703,0,750
704,0,38308
