Base index,ATMi2_2#TOP,ATMi2_2#BOT
205,2,3
206,4,18
207,2,58
208,0,35
209,0,33
210,4,24
211,0,32
212,0,18
213,0,26
214,1,51
215,1,52
216,0,47
217,0,47
218,0,29
219,2,15
220,2,36
221,2,28
222,0,53
223,1,53
224,0,19
225,3,37
226,1,34
227,1,34
228,1,23
229,1,20
230,4,12
231,1,10
232,2,22
233,0,23
234,0,24
235,2,10
236,1,24
237,0,21
238,3,29
239,0,26
240,4,28
241,2,17
242,0,6
243,1,16
244,2,40
245,1,9
246,1,9
247,1,7
248,0,7
249,0,8
250,3,9
251,3,6
252,0,16
253,2,7
254,0,14
255,1,13
256,1,9
257,2,9
258,0,28
259,0,10
260,0,8
261,0,16
262,0,7
263,0,5
264,1,8
265,0,8
266,0,32
267,0,10
268,1,1
269,1,16
270,1,7
271,0,12
272,0,4
273,1,10
274,1,4
275,1,6
276,1,7
277,0,7
278,0,8
279,0,9
280,0,10
281,0,5
282,0,12
283,1,9
284,1,13
285,0,11
286,0,14
287,0,4
288,0,6
289,0,4
290,0,6
291,0,6
292,0,8
293,0,16
294,0,2
295,0,14
296,0,9
297,1,10
298,0,10
299,0,10
300,0,11
301,0,5
302,0,12
303,0,7
304,0,13
305,0,9
306,0,4
307,0,7
308,1,7
309,1,19
310,0,72
311,0,9
312,1,13
313,2,7
314,3,13
315,0,11
316,4,13
317,0,9
318,1,14
319,1,8
320,2,11
321,2,15
322,1,38
323,9,11
324,3,6
325,8,20
326,7,53
327,4,21
328,13,11
329,5,37
330,11,15
331,7,34
332,10,23
333,16,24
334,6,34
335,10,19
336,19,75
337,21,71
338,8,22
339,17,28
340,34,43
341,59,56
342,85,91
343,162,89
344,340,53
345,429,132
346,568,33
347,727,68
348,269,136
349,1560,148
350,1042,150
351,1233,1812
352,1390,105152
353,1714,74
354,1003,20
355,404,40
356,1722,18
357,957,34
358,701,34
359,876,37
360,349,60
361,517,10
362,299,9
363,223,7
364,104,9
365,100,5
366,82,12
367,41,2
368,62,4
369,41,1
370,42,4
371,20,6
372,69,3
373,45,3
374,40,2
375,17,3
376,28,15
377,19,1
378,16,3
379,12,3
380,17,1
381,11,9
382,9,5
383,10,3
384,7,6
385,5,1
386,7,4
387,3,1
388,7,3
389,8,3
390,19,2
391,5,0
392,4,1
393,2,5
394,2,1
395,0,0
396,2,0
397,2,1
398,1,2
399,1,1
400,3,1
401,0,0
402,0,0
403,0,0
404,0,1
405,1,3
406,2,2
407,0,2
408,1,0
409,0,1
410,1,0
411,1,2
412,0,0
413,1,0
414,1,0
415,0,0
416,0,0
417,1,0
418,1,0
419,3,0
420,0,1
421,5,0
422,0,0
423,0,0
424,0,0
425,1,0
426,1,0
427,0,0
428,1,0
429,0,1
430,1,0
431,3,0
432,2,3
433,1,0
434,1,0
435,0,0
436,2,0
437,1,1
438,1,0
439,2,0
440,1,0
441,0,0
442,6,0
443,1,1
444,2,0
445,0,1
446,0,0
447,1,0
448,1,1
449,0,0
450,0,1
451,1,1
452,2,1
453,4,0
454,5,0
455,2,2
456,5,0
457,2,1
458,4,2
459,2,1
460,4,0
461,1,1
462,1,1
463,3,1
464,2,1
465,5,2
466,3,2
467,2,2
468,1,3
469,1,3
470,0,1
471,0,0
472,3,1
473,1,3
474,2,3
475,3,2
476,3,1
477,1,2
478,8,0
479,7,0
480,6,0
481,3,0
482,5,1
483,6,2
484,7,1
485,5,4
486,7,2
487,4,1
488,9,5
489,3,0
490,3,2
491,4,1
492,3,2
493,4,2
494,8,2
495,2,2
496,6,0
497,3,4
498,2,2
499,2,2
500,1,2
501,1,5
502,2,5
503,4,2
504,2,1
505,6,2
506,6,6
507,1,1
508,3,2
509,0,0
510,4,1
511,4,0
512,3,3
513,4,2
514,3,2
515,11,3
516,10,2
517,5,0
518,5,0
519,10,1
520,7,1
521,4,3
522,3,1
523,7,0
524,4,3
525,5,1
526,12,2
527,2,3
528,7,1
529,9,4
530,13,0
531,7,1
532,10,0
533,10,2
534,7,2
535,6,2
536,6,1
537,14,3
538,5,2
539,15,3
540,4,5
541,6,1
542,13,1
543,4,3
544,9,4
545,5,1
546,9,0
547,8,7
548,6,1
549,2,1
550,9,1
551,8,1
552,5,1
553,5,2
554,6,2
555,3,1
556,2,0
557,0,1
558,9,0
559,3,2
560,3,0
561,5,2
562,3,1
563,4,3
564,2,0
565,11,0
566,5,2
567,3,3
568,5,2
569,7,3
570,3,0
571,9,4
572,4,1
573,8,1
574,2,1
575,7,2
576,4,1
577,11,0
578,5,0
579,10,2
580,7,1
581,2,1
582,5,2
583,1,0
584,0,1
585,1,0
586,6,1
587,3,0
588,2,0
589,1,1
590,1,3
591,2,1
592,3,0
593,1,1
594,1,1
595,2,2
596,3,1
597,0,0
598,0,0
599,0,0
600,1,0
601,0,0
602,0,1
603,1,1
604,2,0
605,0,0
606,0,0
607,2,1
608,0,1
609,1,0
610,0,1
611,1,1
612,0,1
613,0,1
614,0,0
615,0,2
616,3,0
617,0,1
618,2,1
619,0,0
620,0,1
621,0,0
622,1,1
623,0,0
624,0,1
625,0,1
626,0,1
627,0,1
628,0,1
629,1,0
630,0,0
631,0,1
632,0,0
633,0,0
634,1,0
635,0,1
636,0,0
637,1,0
638,1,0
639,1,2
640,0,0
641,0,0
642,0,0
643,0,0
644,0,1
645,0,2
646,0,0
647,0,0
648,0,0
649,0,2
650,0,0
651,0,1
652,0,0
653,0,0
654,0,1
655,0,0
656,0,2
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,1
663,0,0
664,0,1
665,0,0
666,0,0
667,0,1
668,0,0
669,0,1
670,2,2
671,0,0
672,0,0
673,0,0
674,0,0
675,0,3
676,0,0
677,0,0
678,0,4
679,0,1
680,0,1
681,0,1
682,0,5
683,0,0
684,0,0
685,0,1
686,0,0
687,0,0
688,0,1
689,0,5
690,0,2
691,0,0
692,0,2
693,0,1
694,0,7
695,0,0
696,0,7
697,0,2
698,0,3
699,0,15
700,0,11
701,0,4
702,0,42
703,0,235
704,0,17966
