Base index shifted,AT_3#TOP,AT_3#BOT
288.0,0,1
289.0,0,1
290.0,0,4
291.0,0,3
292.0,2,4
293.0,0,5
294.0,0,2
295.0,0,7
296.0,0,2
297.0,0,4
298.0,0,1
299.0,0,2
300.0,0,9
301.0,0,0
302.0,0,1
303.0,0,0
304.0,0,3
305.0,0,0
306.0,0,2
307.0,0,4
308.0,0,1
309.0,0,2
310.0,0,1
311.0,0,1
312.0,0,1
313.0,0,3
314.0,0,0
315.0,0,0
316.0,0,1
317.0,0,5
318.0,0,9
319.0,0,0
320.0,0,0
321.0,0,0
322.0,0,4
323.0,0,4
324.0,0,5
325.0,0,5
326.0,0,32
327.0,0,4
328.0,0,3
329.0,0,8
330.0,0,10
331.0,0,1
332.0,0,2
333.0,0,2
334.0,0,4
335.0,0,7
336.0,0,7
337.0,0,33
338.0,0,27
339.0,0,17
340.0,0,14
341.0,0,11
342.0,0,15
343.0,0,12
344.0,0,15
345.0,0,45
346.0,0,65
347.0,0,131
348.0,0,150
349.0,0,102
350.0,0,253
351.0,0,703
352.0,0,80621
