Base index shifted,GC#TOP#AVERAGE,GC#TOP#STD,GC#BOT#AVERAGE,GC#BOT#STD
-11.0,0.010112757294901185,0.0015790504839185424,0.0001748515713560879,8.787955371284874e-05
-10.0,0.016834310249092193,0.001341850008265992,0.0002974778153150002,9.085794182324364e-05
-9.0,0.004381969804583591,0.00045865139171817235,0.00024577955970730975,7.144433781068644e-05
-8.0,0.0029414890455457835,0.0005365654942977103,0.00023240952626222528,7.756882924013618e-05
-7.0,0.0226610220560907,0.001468627502133132,0.00039725079088811827,6.498890969536673e-05
-6.0,0.029519219204351438,0.0026407656983351243,0.00023515450361623788,3.836084183136985e-05
-5.0,0.03599341547493467,0.00027134939880782346,0.00024207853274168354,4.264804605053247e-05
-4.0,0.059287243147617144,0.0008916459587208777,0.000282639781882197,4.373688510462873e-05
-3.0,0.061778690341377875,0.002775909224266717,0.00027549448730856626,4.766453003399833e-05
-2.0,0.05044712015059815,0.0032716415843321712,0.00040456673558711734,5.192764747347171e-05
-1.0,0.05952513188807116,0.004523424998148538,0.0006129725544042965,0.0001254652694011524
0.0,0.07070787897252105,0.0009208422992172013,0.9728769026667422,0.0022899387523067634
1.0,0.05477969943637815,0.0018762848803270656,0.0015327086329383877,0.00023915315055573995
2.0,0.07663038152224846,0.0003618119268413461,0.0010679978606293221,0.0001809147020238748
3.0,0.063355282586995,0.0006766503896236502,0.0010782816164696574,6.244923363966038e-05
4.0,0.049336774875110186,0.0017271977208393764,0.0007102912375513219,0.00020789132519792873
5.0,0.05870756520067229,0.0015545816111924707,0.0005768708557151077,0.0001548924790640528
6.0,0.03833230534298927,0.0020600605719756854,0.00030061627658170456,9.423484741208813e-05
7.0,0.046461022668921846,0.0011013863509804144,0.0008633570070268909,0.0001848023793274658
8.0,0.030306053672614748,0.001348139726714742,0.0007673341054030775,9.946915633071528e-05
9.0,0.02219807038493381,0.0008482906494604199,0.0009200925001982081,0.00010843541490748387
10.0,0.019181704665916878,0.000843924112098994,0.0006690189435696499,0.0001554706558487072
11.0,0.015538222934148412,0.00029918696208009946,0.0006583583935691414,0.00014788735372511265
12.0,0.01217190730485965,0.00029123530842090165,0.0006130570952974114,4.068411170766445e-05
13.0,0.010395285527259613,0.0006205831331264881,0.0005093871349718905,5.589838879061096e-05
14.0,0.005367965324143379,0.00029980790360175107,0.0006160249064387476,0.00017898067437593655
15.0,0.002833187084722764,0.00043414146659889535,0.00022267971821192208,4.8439726669140525e-05
16.0,0.0029050188651104096,7.531663198752626e-05,0.0006621724057675677,0.0001124317774448201
17.0,0.0029954302924099993,0.00014794840292201787,0.00040189611287819155,7.040284455074609e-05
18.0,0.002049893471721213,0.00029309358435219523,0.0002886432553054656,3.392125094914178e-05
19.0,0.0013674877003672953,0.00019820763695036224,9.371888682703272e-05,4.149209543022843e-06
20.0,0.001205270403273706,3.353134759669791e-05,0.0003722657261700501,4.1035099728088305e-05
21.0,0.0010748201292778699,0.0002034717754955545,0.00031448807415486587,3.9066027352554786e-05
22.0,0.0014189906038830876,0.00012831827739320255,0.0002716481178789801,7.70377058709775e-05
23.0,0.0013518512489324051,0.000212383319438208,0.00037069649553669783,4.8254626049126944e-05
24.0,0.0008567256577998318,1.3451418803236869e-05,0.00034446132945288246,8.960527396441201e-05
25.0,0.0007060825171845925,9.247535708536093e-05,0.0004308272093323412,9.500566817358977e-05
26.0,0.0010905931889496523,0.000214669000451252,0.00018835832935624252,0.00010872897585629046
27.0,0.0003979470856948678,2.7522439230781265e-05,0.00019651733843405514,0.00010172351014750183
28.0,0.000728079149879666,0.00012284504206667404,0.00024182177338406184,5.017909886850443e-05
29.0,0.0005546923697894936,6.282131465943065e-05,0.0001805390521900282,3.603209418907141e-05
30.0,0.000710311777764001,0.000228388595166634,0.00015990368936876138,7.161993031967361e-05
31.0,0.00045801638663211624,0.00011567514409194356,0.00017759811704923885,4.02499799870958e-05
32.0,0.000548765593985331,3.80438562034476e-05,0.0002076457269923422,8.695726033642391e-05
33.0,0.0005621025337048551,0.00011459810347899732,0.00010319193551971424,5.162612218596096e-05
34.0,0.0007235295113357859,6.912524447384235e-05,0.000132710905334194,8.617661309892166e-05
35.0,0.0005234300923682336,0.0003265841743114849,0.00013943897667286292,6.435377525142065e-05
36.0,0.00041043299117978117,1.3430740991571282e-05,0.000106585587804902,1.9310751377897187e-05
37.0,0.00043967282216734777,0.00019934875817776223,6.57675793067668e-05,1.6839816349636655e-05
38.0,0.0006820094999245059,0.00027454700173151655,0.00011679342066101201,5.748098795148115e-05
39.0,0.0004610696817679745,0.00015720878207027629,7.922215364496628e-05,6.528272880143175e-05
40.0,0.00030309004730614896,6.724752840434608e-05,7.947891300258796e-05,5.046725898351751e-05
41.0,0.00038135112577828534,0.00016582386855340484,6.274053493372412e-05,1.4061029942693288e-05
42.0,0.0002674057395411034,9.80965012081488e-06,0.00011934244022824788,3.6061554236896204e-05
43.0,0.0002143503310898047,3.891160540949782e-05,9.741991379265894e-05,3.5586669507331466e-05
44.0,0.000104101325765727,1.7021108889386157e-05,0.0001354068357045282,1.7020581446064832e-05
45.0,0.00020203979328011526,1.7549207302422035e-05,5.954284043531309e-05,3.8412600516180095e-05
46.0,0.00020063229863385662,6.93560636963164e-05,0.00010787275141922412,5.55092832095417e-05
47.0,0.000667232484776582,0.00013064964253824146,0.0001214742365605219,2.728132578350335e-05
48.0,0.00017130139548836174,3.6944824346734195e-05,0.000293655185207684,0.00011505706271873631
49.0,0.0001772433499855125,1.1807204570439694e-05,0.0001139015325039011,3.298592992907578e-05
50.0,0.00047557803368658135,7.067947892219909e-05,9.043508309636834e-05,6.184567932541251e-05
