Base index shifted,AT#TOP#AVERAGE,AT#TOP#STD,AT#BOT#AVERAGE,AT#BOT#STD
-30.0,0.0010445922216640547,2.5852688048602657e-05,2.8443723983058673e-05,3.077245240148926e-05
-29.0,0.0011740156486523378,9.082965424539086e-05,3.594806442326243e-05,1.1384192032108619e-05
-28.0,0.001265145984921759,0.00019903672083907561,5.572436948017771e-05,2.9166874886090987e-05
-27.0,0.0016077310030856355,0.0002450935349880752,1.1900037719480601e-05,1.1742462746595766e-05
-26.0,0.0014581417976769452,6.535357672019213e-05,3.6035133923289304e-05,1.2021238720928808e-05
-25.0,0.001746028330306328,0.0002089823732229392,4.816986567233052e-05,2.4576790707396406e-05
-24.0,0.0019060021699296638,0.00014130878709616338,1.1900037719480601e-05,1.1742462746595766e-05
-23.0,0.0023209900891335935,0.00029753859772043827,7.230496187613922e-05,1.3432064114511044e-05
-22.0,0.0019524817604808522,0.00024215054258231995,5.9711233729840195e-05,3.0277611730157393e-05
-21.0,0.0026472392412844633,0.00020520725115530952,4.01459738053621e-05,7.590657658444051e-06
-20.0,0.0032621561720033395,0.00027135561727277454,6.0244042391864875e-05,1.2876743300745693e-05
-19.0,0.003362676091253163,0.00011975993511278743,2.7800196923883702e-05,1.7641675240620026e-05
-18.0,0.0038604327374618034,0.0002911888691426507,3.183722454118963e-05,1.779852939687509e-05
-17.0,0.004497922432287142,0.0003046726907604065,8.8081145448132e-05,5.065592696107297e-06
-16.0,0.006207354505097509,0.0004751284369971896,9.562239202071919e-05,3.918687437806533e-05
-15.0,0.00860521148797204,0.0007444570704428814,9.530062849113171e-05,6.09675102737852e-05
-14.0,0.011120867311716343,0.0005997900578305971,0.00010382042288774136,2.8258210696049847e-05
-13.0,0.014671004894307475,0.0006542392105453504,9.646370697707134e-05,4.4796364584071594e-05
-12.0,0.016875668470288475,0.000650236742787275,9.146138877100295e-05,5.439769716112241e-05
-11.0,0.02039919163590986,0.0007506425402663327,8.041592324313451e-05,1.990107715576548e-05
-10.0,0.026873027473104206,0.00047068157069806636,9.587034328553981e-05,2.20480202933432e-05
-9.0,0.025198203912220486,0.00036070302942017754,8.84029089777195e-05,2.0028252243019487e-05
-8.0,0.032245257606220205,0.00048433958046454305,9.15115521386464e-05,4.63596000652941e-05
-7.0,0.03726893083177547,0.0008874361540077223,0.00018770365895377368,4.436989595413808e-05
-6.0,0.04000480011035773,0.0014317813733817,9.96461624027651e-05,5.882479766492474e-05
-5.0,0.04527140722066944,0.002460794177371644,0.00014792961204564253,4.42903715857031e-05
-4.0,0.044376838645509294,0.00017313667629713454,0.0002631172639908398,9.670401545728403e-05
-3.0,0.045708908859896084,0.00045742804761900185,0.0001923842136302546,4.045262107250983e-06
-2.0,0.051443519423145,0.0028217954390928847,0.00025193456559530105,3.599381968624786e-05
-1.0,0.05132435674411976,7.922673533879725e-05,0.00038921142233403286,0.00013007786401361115
0.0,0.05367911789982764,0.002627148316801604,0.9698244103901822,0.0031390573984674914
1.0,0.04706105519363262,0.0012130034313515888,0.004764760342164005,0.0008380809007195304
2.0,0.06239798647896002,0.0010701264534876524,0.0009864280912523127,6.907300566386827e-05
3.0,0.04915717733402762,0.0014403181256625577,0.0007132058641140492,9.65023196000498e-06
4.0,0.04163347344378387,0.0014260105939186021,0.0005348413918783161,0.00016591273807728846
5.0,0.04731024565106582,0.002525578658327093,0.0008436737971015979,0.00013636964072181638
6.0,0.031244392702307333,0.0005319254918266545,0.0004203682136836641,9.141705541486501e-05
7.0,0.03577922110776433,0.0006243005543437025,0.000448392712975245,2.9617753915201486e-05
8.0,0.025520681713199368,0.0016769971933872478,0.0003558420579830693,5.913051333454135e-05
9.0,0.017806770867080546,7.098708847704232e-05,0.0004919927423682449,8.812961184622188e-05
10.0,0.014128194446257562,0.00053931635564636,0.0005285975910859424,4.919242767702203e-05
11.0,0.011248962689941692,0.0002822899837012166,0.0004357119153289191,8.42946006422482e-05
12.0,0.008985031295289094,0.00043028936288364077,0.00035549377998296176,9.638061757575227e-05
13.0,0.00838434382257256,0.0009969990629007544,0.00040824673916988293,3.281927442170294e-05
14.0,0.0038880698845571754,0.00039537037900015285,0.00042433142903620317,6.390732212276276e-05
15.0,0.0024583650208071,0.00038444806762223297,0.00040375071515531916,8.907898097817867e-05
16.0,0.0023960158731586344,8.177542770483903e-05,0.0003532028028812636,6.457934951659243e-05
17.0,0.0025566601345007687,0.00039559018663110236,0.0007341452476569041,6.905801318673792e-05
18.0,0.0020713333944303823,0.0002545179411538866,0.00040408573592016665,4.856773803163257e-05
19.0,0.0013202752079319257,0.00012301974811880368,0.0004320468146088441,5.4647553676670146e-05
20.0,0.0010156989115075448,0.00020057896130792083,0.0003446357106904071,4.904307996397519e-05
21.0,0.0007940416321561967,7.47169983756971e-05,0.0005151492907480311,0.00013879709792259703
22.0,0.0011470238390158414,0.00012803862576524767,0.0005369830181882782,6.097246246101015e-05
23.0,0.0010734654015525252,0.00010273551995326905,0.0009324987963441918,7.733779442553216e-05
24.0,0.0009197817801292466,5.5496052210310726e-05,0.0006563420650450553,6.760253748060274e-05
25.0,0.000707938040134639,5.3840459300742255e-05,0.0006564556490156021,8.235941285922608e-05
26.0,0.0007939543299847045,0.00022266933073360995,0.0004573449892985924,5.905986501246276e-05
27.0,0.0003979042619867219,0.0001004373249657163,0.0007692283482266909,5.151275622310459e-05
28.0,0.0006155891795451254,0.00016352675233972756,0.0005637043405528526,9.133253566577295e-05
29.0,0.000493273555659587,8.354377609453572e-05,0.0003289333393831812,3.4938748231550005e-05
30.0,0.0005476829584163693,5.921463670608333e-05,0.0005320649039088402,7.531991338268053e-05
31.0,0.000466922369683621,7.241418330329878e-05,0.00048034065591358495,5.270747241036614e-05
32.0,0.00040170228433254285,6.279718560540427e-05,0.0007087969095995123,4.98042075203774e-05
33.0,0.0003727418022725802,3.239310126359959e-05,0.0002953737132235072,9.740881683223464e-05
34.0,0.0005245364776569679,4.994782094540585e-05,0.0005400518896434251,8.100139598749e-05
35.0,0.0004368403332652868,7.751381571564991e-05,0.00032796804879441874,6.175714835766095e-05
36.0,0.0005947631769878701,7.967080458610434e-05,0.0002565782141393985,1.134655973784229e-05
37.0,0.0003930696305548491,0.00010729080408235655,0.0002851695626519909,8.156583606113774e-05
38.0,0.0005464069299830528,4.6246722273102605e-05,0.00029240230293025064,2.2481297752748398e-05
39.0,0.000396618300867316,6.17992206961019e-05,0.0002517736838305073,4.655985224920905e-05
40.0,0.0002462243299329218,3.663503432131679e-05,0.00036350728018806676,8.249338766402914e-05
41.0,0.00031093604342706337,6.835478685306283e-05,0.00025248063149258573,5.570855341253567e-05
42.0,0.00019766630232188545,4.666592398434446e-05,0.00029196982100351284,4.3157256541004864e-05
43.0,0.00018449567567694708,3.8279137428761104e-05,0.0003356938260289231,6.552855119024496e-05
44.0,0.00013117018853749072,4.691745418111613e-05,0.0002475757744484076,6.030335999012889e-05
45.0,0.00013732815493395419,4.636759032238904e-05,0.00012040101528370287,1.440682553073389e-05
46.0,0.00012761158553893447,6.249441908318141e-05,0.000179840648851599,4.028312331539954e-05
47.0,0.0005222437055097782,5.6696671132737764e-05,0.00017156880571980997,5.71963043267294e-05
48.0,0.00019499976702052542,5.4162586532144726e-05,0.0005689413527884816,6.527103539929426e-05
49.0,0.00016287431048835548,7.870709168575155e-05,0.00026018275982996666,4.825814631297713e-05
50.0,0.00037942800589815893,4.665898780970879e-05,0.0002029602910990018,0.00010375281609950021
