Base index shifted,AT_2#TOP,AT_2#BOT
-178.0,39,75
-177.0,44,77
-176.0,29,40
-175.0,19,79
-174.0,37,105
-173.0,26,45
-172.0,23,37
-171.0,23,56
-170.0,21,58
-169.0,5,53
-168.0,17,43
-167.0,16,45
-166.0,19,71
-165.0,25,59
-164.0,21,79
-163.0,18,58
-162.0,20,71
-161.0,15,74
-160.0,8,70
-159.0,10,61
-158.0,10,64
-157.0,28,72
-156.0,15,62
-155.0,24,58
-154.0,26,27
-153.0,24,57
-152.0,17,58
-151.0,13,61
-150.0,27,74
-149.0,5,89
-148.0,19,68
-147.0,18,50
-146.0,16,62
-145.0,8,75
-144.0,28,77
-143.0,11,54
-142.0,13,70
-141.0,15,65
-140.0,9,42
-139.0,16,42
-138.0,8,83
-137.0,22,76
-136.0,17,68
-135.0,9,70
-134.0,12,77
-133.0,10,31
-132.0,16,65
-131.0,12,63
-130.0,8,62
-129.0,6,55
-128.0,11,40
-127.0,16,38
-126.0,4,53
-125.0,8,45
-124.0,6,34
-123.0,7,37
-122.0,5,25
-121.0,8,29
-120.0,2,28
-119.0,8,27
-118.0,5,29
-117.0,5,27
-116.0,2,25
-115.0,4,36
-114.0,6,26
-113.0,9,21
-112.0,3,33
-111.0,3,24
-110.0,3,21
-109.0,2,24
-108.0,2,67
-107.0,6,17
-106.0,7,20
-105.0,5,18
-104.0,5,15
-103.0,2,15
-102.0,6,17
-101.0,5,13
-100.0,7,19
-99.0,5,22
-98.0,3,10
-97.0,4,17
-96.0,4,13
-95.0,6,17
-94.0,0,10
-93.0,3,27
-92.0,3,20
-91.0,3,16
-90.0,0,10
-89.0,0,11
-88.0,1,18
-87.0,1,13
-86.0,3,7
-85.0,2,14
-84.0,1,9
-83.0,5,10
-82.0,2,11
-81.0,5,9
-80.0,0,7
-79.0,4,15
-78.0,1,13
-77.0,8,8
-76.0,2,11
-75.0,2,14
-74.0,2,28
-73.0,0,14
-72.0,9,14
-71.0,5,8
-70.0,4,10
-69.0,2,20
-68.0,1,11
-67.0,3,9
-66.0,5,16
-65.0,6,9
-64.0,2,17
-63.0,2,16
-62.0,3,25
-61.0,4,11
-60.0,3,13
-59.0,3,22
-58.0,2,18
-57.0,2,10
-56.0,4,24
-55.0,9,13
-54.0,5,7
-53.0,4,9
-52.0,3,11
-51.0,7,14
-50.0,4,8
-49.0,1,17
-48.0,5,49
-47.0,15,9
-46.0,9,11
-45.0,10,10
-44.0,9,16
-43.0,15,23
-42.0,4,18
-41.0,12,16
-40.0,26,20
-39.0,23,18
-38.0,7,24
-37.0,31,30
-36.0,30,21
-35.0,15,20
-34.0,42,42
-33.0,40,23
-32.0,54,54
-31.0,56,40
-30.0,70,42
-29.0,83,26
-28.0,99,39
-27.0,95,56
-26.0,94,42
-25.0,101,45
-24.0,133,51
-23.0,172,69
-22.0,116,39
-21.0,162,36
-20.0,210,23
-19.0,226,32
-18.0,238,31
-17.0,276,64
-16.0,373,32
-15.0,515,27
-14.0,693,37
-13.0,911,31
-12.0,1146,29
-11.0,1373,32
-10.0,1812,40
-9.0,1625,35
-8.0,2098,23
-7.0,2504,31
-6.0,2763,39
-5.0,3156,61
-4.0,2934,28
-3.0,3044,56
-2.0,3605,76
-1.0,3403,307
0.0,3725,75062
1.0,3166,42
2.0,4201,19
3.0,3168,15
4.0,2651,14
5.0,2931,8
6.0,2099,9
7.0,2333,11
8.0,1568,4
9.0,1177,8
10.0,967,6
11.0,737,6
12.0,567,6
13.0,478,12
14.0,238,5
15.0,173,4
16.0,149,6
17.0,194,6
18.0,125,1
19.0,88,1
20.0,64,5
21.0,52,4
22.0,68,4
23.0,77,7
24.0,63,1
25.0,46,6
26.0,56,1
27.0,20,1
28.0,39,2
29.0,35,2
30.0,40,4
31.0,36,2
32.0,24,3
33.0,25,2
34.0,33,1
35.0,25,1
36.0,46,3
37.0,20,0
38.0,40,1
39.0,22,1
40.0,18,1
41.0,26,2
42.0,14,0
43.0,13,2
44.0,6,2
45.0,10,2
46.0,6,0
47.0,29,1
48.0,12,0
49.0,5,1
50.0,22,0
51.0,16,1
52.0,19,0
53.0,7,4
54.0,1,4
55.0,8,2
56.0,3,1
57.0,5,0
58.0,4,2
59.0,2,5
60.0,4,3
61.0,4,1
62.0,8,2
63.0,5,0
64.0,5,0
65.0,11,1
66.0,5,0
67.0,3,9
68.0,4,2
69.0,5,1
70.0,10,1
71.0,5,2
72.0,18,2
73.0,10,2
74.0,2,0
75.0,7,1
76.0,5,2
77.0,2,1
78.0,13,2
79.0,9,3
80.0,3,1
81.0,5,3
82.0,13,1
83.0,7,4
84.0,5,1
85.0,5,1
86.0,4,7
87.0,5,2
88.0,14,1
89.0,4,3
90.0,6,3
91.0,4,0
92.0,15,3
93.0,5,8
94.0,13,4
95.0,7,2
96.0,10,4
97.0,4,5
98.0,9,1
99.0,9,6
100.0,15,4
101.0,8,3
102.0,16,3
103.0,9,1
104.0,17,0
105.0,8,8
106.0,14,10
107.0,8,7
108.0,11,5
109.0,13,5
110.0,9,6
111.0,18,5
112.0,13,8
113.0,4,6
114.0,9,9
115.0,13,7
116.0,6,4
117.0,10,5
118.0,25,5
119.0,10,8
120.0,38,8
121.0,22,9
122.0,14,12
123.0,16,11
124.0,15,12
125.0,20,26
126.0,29,14
127.0,11,13
128.0,21,17
129.0,21,8
130.0,21,16
131.0,36,14
132.0,57,21
133.0,27,23
134.0,28,20
135.0,65,30
136.0,26,29
137.0,28,33
138.0,23,34
139.0,36,28
140.0,23,25
141.0,36,22
142.0,26,24
143.0,28,20
144.0,32,23
145.0,34,27
146.0,67,28
147.0,48,24
148.0,55,31
149.0,46,40
150.0,36,27
151.0,72,29
152.0,51,17
153.0,49,32
154.0,41,49
155.0,59,43
156.0,64,34
157.0,49,42
158.0,77,23
159.0,49,34
160.0,63,22
161.0,60,32
162.0,57,19
163.0,58,24
164.0,43,26
165.0,58,26
166.0,69,33
167.0,102,13
168.0,68,15
169.0,50,27
170.0,88,25
171.0,68,33
172.0,86,20
173.0,81,18
174.0,46,25
175.0,68,43
176.0,72,33
177.0,70,41
178.0,87,28
179.0,108,31
180.0,91,39
181.0,78,34
182.0,83,34
183.0,74,30
184.0,69,27
185.0,77,26
186.0,59,27
187.0,53,33
188.0,62,39
189.0,84,19
190.0,86,26
191.0,76,36
192.0,71,23
193.0,77,38
194.0,73,22
195.0,55,41
196.0,48,31
197.0,69,45
198.0,64,28
199.0,81,29
200.0,73,21
201.0,55,34
202.0,76,28
203.0,67,25
204.0,84,20
205.0,86,19
206.0,84,20
207.0,65,22
208.0,74,19
209.0,40,23
210.0,61,23
211.0,58,18
212.0,78,14
213.0,50,14
214.0,52,23
215.0,55,15
216.0,60,25
217.0,37,18
218.0,62,23
219.0,61,8
220.0,61,16
221.0,48,18
222.0,54,17
223.0,43,7
224.0,47,6
225.0,39,21
226.0,29,18
227.0,35,15
228.0,39,10
229.0,45,6
230.0,23,14
231.0,10,14
232.0,16,18
233.0,26,13
234.0,15,9
235.0,29,9
236.0,22,5
237.0,15,8
238.0,16,4
239.0,7,3
240.0,24,4
241.0,9,5
242.0,7,14
243.0,8,16
244.0,10,15
245.0,8,9
246.0,15,2
247.0,8,5
248.0,10,5
249.0,9,8
250.0,5,8
251.0,3,7
252.0,7,2
253.0,5,6
254.0,6,5
255.0,9,16
256.0,7,9
257.0,13,4
258.0,6,4
259.0,10,4
260.0,4,2
261.0,8,6
262.0,4,9
263.0,4,5
264.0,8,13
265.0,8,1
266.0,2,3
267.0,2,3
268.0,3,7
269.0,4,2
270.0,3,3
271.0,1,1
272.0,0,4
273.0,8,5
274.0,5,6
275.0,6,8
276.0,2,1
277.0,0,3
278.0,3,14
279.0,5,4
280.0,2,3
281.0,2,6
282.0,2,1
283.0,0,5
284.0,1,6
285.0,1,1
286.0,1,13
287.0,0,1
288.0,1,0
289.0,5,3
290.0,1,2
291.0,0,1
292.0,2,0
293.0,0,4
294.0,0,0
295.0,0,2
296.0,0,5
297.0,0,5
298.0,0,0
299.0,0,1
300.0,0,8
301.0,0,0
302.0,0,2
303.0,0,1
304.0,0,5
305.0,0,2
306.0,0,3
307.0,0,2
308.0,0,3
309.0,0,2
310.0,0,0
311.0,0,3
312.0,0,2
313.0,0,2
314.0,0,1
315.0,0,1
316.0,0,0
317.0,0,6
318.0,0,6
319.0,0,0
320.0,0,1
321.0,0,0
322.0,0,1
323.0,0,4
324.0,0,10
325.0,0,6
326.0,0,32
327.0,0,1
328.0,0,7
329.0,0,5
330.0,0,8
331.0,0,5
332.0,0,4
333.0,0,6
334.0,0,12
335.0,0,7
336.0,0,12
337.0,0,17
338.0,0,36
339.0,0,13
340.0,0,11
341.0,0,19
342.0,0,12
343.0,0,10
344.0,0,9
345.0,0,34
346.0,0,51
347.0,0,113
348.0,0,115
349.0,0,97
350.0,0,210
351.0,0,558
352.0,0,68652
