Base index shifted,1500#TOP#AVERAGE,1500#TOP#STD,1500#BOT#AVERAGE,1500#BOT#STD
-10.0,0.04055989524660051,0.0017224981288536676,7.06145670052927e-05,6.403067068380845e-05
-9.0,0.04007324556441776,0.002265343589170612,5.67614466830115e-05,1.154817670458072e-05
-8.0,0.05490291281113749,0.005191812616027549,5.6123703494736116e-05,6.340306038344575e-05
-7.0,0.040205105803456105,0.004174254767457061,0.00025090396463084094,0.00016280452262864656
-6.0,0.01925187151683572,0.0010736572920260637,7.694012348682587e-05,9.805536437463071e-05
-5.0,0.030935131326026547,0.006207664548660556,8.574317370412469e-05,3.870116127942555e-05
-4.0,0.023402089929299767,0.007379026871295065,0.0001841374603713157,6.11830306931717e-05
-3.0,0.03901606517307966,0.002540266521358265,0.00016459652675577673,9.783199683840105e-05
-2.0,0.02757577261337291,0.004327134459642655,0.00023400908640185456,9.6669152875789e-05
-1.0,0.03138892572195186,0.002831715578519524,0.0002641928207821826,8.0428738976643e-05
0.0,0.040319558964844245,0.001283052405495247,0.9812267133527914,0.005606753246912157
1.0,0.03174856153963026,0.001959253499924137,0.005715671676914378,0.004392715367549941
2.0,0.046555658272556685,0.006724523934805294,0.0003109492098886804,0.00013196300552646172
3.0,0.040641616281549664,0.0022822579660785485,0.0008250125495932761,0.00046234549071503536
4.0,0.028987259141898085,0.005565094246207579,0.0002698806340754404,6.662316650847522e-05
5.0,0.05782185662257229,0.005779651420986321,0.00031911451691770385,5.697793407792247e-05
6.0,0.032761347968292116,0.0006787571555819198,0.00017717416070150716,9.903457662041953e-05
7.0,0.052134243900709004,0.0075607675020343285,0.0003184767737294285,0.00010278348321193688
8.0,0.04800389728927475,0.00470883339487241,0.0004558578449942464,0.00014431472806699828
9.0,0.026889723631602247,0.004351272696460487,0.0003753116994297759,0.00017871592010354836
10.0,0.010377538280367086,0.001416485042450966,0.00016388530455016545,0.0001535048073366574
11.0,0.013055730249124,0.002065231998727981,0.0004181465467731703,0.00010159245550729634
12.0,0.016670904206417935,0.0005335735722599536,0.00022577030035549525,0.00013093520399311745
13.0,0.013947847299280417,0.0036557752296747783,0.00019294051058861453,6.796863077306153e-05
14.0,0.008272152951417602,0.00015905721935602197,0.00034873398712709247,3.697353632328958e-05
15.0,0.003262421346354519,0.0007236103671269605,0.00028444497660333294,8.958086387861211e-05
16.0,0.005282671744376726,0.0003001545442847155,8.638091689240008e-05,7.481285644193557e-05
17.0,0.004140472360739984,0.0012885024762439394,0.0003853167570062896,0.00013265110557670947
18.0,0.004190727503457807,0.0020911103409533252,0.0001569954838976928,5.231475805921613e-05
19.0,0.0014735317763618645,0.00042455593835131583,0.00031911451691770385,5.697793407792247e-05
20.0,0.0010362988938638804,0.0008994433022901351,0.00012112393622410696,0.00011844246151337628
21.0,0.002360558244474045,0.0003611337347607453,0.00026490404298779393,0.00022994133069271185
22.0,0.0010412057922437664,0.0006454500720655774,0.0002660325713296729,0.0002080074583244966
23.0,0.0008702135259847907,0.0008144422121489222,9.390848073314812e-05,0.00011165297798863025
24.0,0.0008434708484689936,0.00043618726651436563,0.00012737601368830421,6.154904248897572e-05
25.0,0.0009276514977345787,0.0007641874653648114,0.00021135291586227455,0.0001830994786411544
26.0,0.0002926836714618218,0.0002602999466201527,0.00021944474387396206,9.17783699352178e-05
27.0,0.0003243332473575048,0.00028112675168163456,9.95962940264059e-05,8.966390850141263e-05
28.0,0.0001779914116265939,0.0001551762004448009,0.0002124814442041535,0.00013082501681158505
29.0,0.0003559828232531878,0.0003103524008896018,0.0001557934765384779,5.969339870497699e-05
30.0,0.0002412905634179599,0.0002374688405391467,0.00010655959369621446,3.664781349523734e-05
31.0,9.494872768704899e-05,0.00013427777842509449,0.00021184370101587813,5.367412659444745e-05
32.0,0.0002729401393136429,0.0002855916834182272,0.00028316949022678213,8.175884092354369e-05
33.0,0.0004825811268359198,0.0004749376810782934,8.574317370412469e-05,3.870116127942555e-05
34.0,0.0002096409875222769,0.00019295197522341165,0.000246586720347585,0.00016656611274884752
35.0,0.0002729401393136429,0.0002855916834182272,0.00022640804354377063,7.49552327243872e-05
36.0,0.0005113001127108139,0.0003471380092589447,0.00023457335057279407,3.634929077078786e-05
37.0,0.0007180105102123018,0.0009487884300276934,0.00012041271401849565,0.0001044973291354869
38.0,0.00046864080541500117,0.00039420262604915633,6.436248954109545e-05,9.102230561711366e-05
39.0,0.00036495827697990296,0.00047721141123969346,0.0001709220832373099,7.498613464647633e-05
40.0,0.0004480009609194479,0.00039685973409498267,0.0003272798239467273,1.8387304889110227e-05
41.0,0.0002412905634179599,0.0002374688405391467,7.694012348682587e-05,9.805536437463071e-05
42.0,0.00033330870108421996,0.0004973506009444748,7.885335305165204e-05,0.0001012893943224496
43.0,0.00030165912518853697,0.0005224889313933265,0.00021951822289129798,0.00012032565522282723
44.0,0.0,0.0,8.418555524210417e-05,5.7576826857913524e-05
45.0,0.0,0.0,0.00013433931335811276,5.0436207497752815e-05
46.0,8.304268393954493e-05,0.0001438341477801758,0.00012168820039504644,5.605280548592914e-05
47.0,6.3299151791366e-05,0.00010963734697866042,0.0001280137568765796,2.827527620120631e-06
48.0,0.00030165912518853697,0.0005224889313933265,0.0003492982512980319,0.00011494396265242837
49.0,0.0,0.0,0.00015643121972675332,8.951928909378748e-05
50.0,0.0007496600861079849,0.0009187195700518997,0.0001986283238818723,6.267256747987475e-05
