Base index,ATMi0_3#TOP,ATMi0_3#BOT
505,1,2
506,0,2
507,0,1
508,0,0
509,1,3
510,1,0
511,0,0
512,2,0
513,2,0
514,1,2
515,3,0
516,2,1
517,0,0
518,1,0
519,0,0
520,3,0
521,2,5
522,3,0
523,2,1
524,0,0
525,0,1
526,0,0
527,1,3
528,1,0
529,0,2
530,1,1
531,1,1
532,3,1
533,1,0
534,0,2
535,0,3
536,2,0
537,0,3
538,1,3
539,0,1
540,0,4
541,0,1
542,0,2
543,2,1
544,2,1
545,0,3
546,3,4
547,1,3
548,0,1
549,1,0
550,2,2
551,1,0
552,1,0
553,1,0
554,0,2
555,0,0
556,2,1
557,1,0
558,0,0
559,0,1
560,0,2
561,0,1
562,1,4
563,0,2
564,0,1
565,0,2
566,1,1
567,1,1
568,1,0
569,0,2
570,1,0
571,0,0
572,0,2
573,0,0
574,0,2
575,1,2
576,1,0
577,1,2
578,0,0
579,0,2
580,1,2
581,0,2
582,1,2
583,0,1
584,0,2
585,1,2
586,2,2
587,5,1
588,0,2
589,0,1
590,1,0
591,0,0
592,0,3
593,0,0
594,1,1
595,0,1
596,1,1
597,0,1
598,0,1
599,0,0
600,0,0
601,0,0
602,1,0
603,0,4
604,0,1
605,0,0
606,0,0
607,0,1
608,0,1
609,1,2
610,0,0
611,0,2
612,0,0
613,0,1
614,0,0
615,0,1
616,0,0
617,0,1
618,0,1
619,0,1
620,0,0
621,0,0
622,0,1
623,0,0
624,0,2
625,0,0
626,0,0
627,0,1
628,0,1
629,0,1
630,0,0
631,0,0
632,0,0
633,0,1
634,0,0
635,1,1
636,0,1
637,0,1
638,0,0
639,0,0
640,0,0
641,0,1
642,0,0
643,0,0
644,0,0
645,0,4
646,0,0
647,0,3
648,0,0
649,0,2
650,0,0
651,0,0
652,0,2
653,0,1
654,0,0
655,0,1
656,0,2
657,0,2
658,0,0
659,0,1
660,0,2
661,0,0
662,0,1
663,0,0
664,0,1
665,0,1
666,0,1
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,2
674,0,3
675,0,4
676,0,1
677,0,1
678,0,15
679,0,4
680,0,0
681,0,1
682,0,6
683,0,1
684,0,3
685,0,1
686,0,1
687,0,3
688,0,5
689,0,20
690,0,7
691,0,2
692,0,6
693,0,5
694,0,7
695,0,4
696,0,16
697,0,29
698,0,56
699,0,51
700,0,71
701,0,66
702,0,174
703,0,767
704,0,56226
