Base index shifted,GC_2#TOP,GC_2#BOT
10.0,1276,17
11.0,1071,16
12.0,836,14
13.0,749,15
14.0,368,11
15.0,187,12
16.0,202,12
17.0,186,14
18.0,150,6
19.0,109,8
20.0,86,6
21.0,64,8
22.0,103,8
23.0,86,12
24.0,61,5
25.0,50,13
26.0,67,8
27.0,25,7
28.0,47,6
29.0,35,5
30.0,33,12
31.0,21,4
32.0,36,3
33.0,31,5
34.0,52,2
35.0,29,3
36.0,28,12
37.0,35,4
38.0,37,9
39.0,33,4
40.0,17,1
41.0,19,4
42.0,19,3
43.0,11,7
44.0,5,1
45.0,12,5
46.0,11,3
47.0,38,4
48.0,14,4
49.0,13,7
50.0,34,4
51.0,18,4
52.0,10,4
53.0,13,1
54.0,3,3
55.0,9,4
56.0,5,4
57.0,4,1
58.0,2,2
59.0,3,4
60.0,1,6
61.0,11,3
62.0,9,5
63.0,0,1
64.0,3,8
65.0,6,4
66.0,2,4
67.0,3,0
68.0,8,2
69.0,1,3
70.0,0,4
71.0,3,0
72.0,10,1
73.0,9,0
74.0,5,2
75.0,4,2
76.0,2,3
77.0,1,5
78.0,23,0
79.0,2,1
80.0,3,5
81.0,8,2
82.0,4,1
83.0,2,1
84.0,5,2
85.0,9,5
86.0,5,2
87.0,7,1
88.0,25,4
89.0,9,3
90.0,6,4
91.0,5,9
92.0,6,5
93.0,3,7
94.0,6,2
95.0,8,4
96.0,5,8
97.0,10,0
98.0,5,3
99.0,10,3
100.0,4,1
101.0,9,7
102.0,7,4
103.0,9,7
104.0,10,5
105.0,10,7
106.0,6,8
107.0,13,6
108.0,6,1
109.0,10,7
110.0,10,3
111.0,7,6
112.0,4,8
113.0,3,5
114.0,7,5
115.0,8,3
116.0,3,4
117.0,3,6
118.0,3,6
119.0,5,3
120.0,31,3
121.0,10,9
122.0,6,17
123.0,18,10
124.0,12,9
125.0,12,10
126.0,22,9
127.0,9,10
128.0,10,10
129.0,12,11
130.0,17,8
131.0,8,6
132.0,32,14
133.0,13,14
134.0,12,12
135.0,53,18
136.0,22,16
137.0,12,30
138.0,21,23
139.0,35,20
140.0,27,14
141.0,16,14
142.0,17,12
143.0,22,20
144.0,25,19
145.0,14,23
146.0,52,10
147.0,32,7
148.0,27,17
149.0,24,26
150.0,21,23
151.0,45,26
152.0,22,10
153.0,19,30
154.0,32,23
155.0,26,23
156.0,44,13
157.0,28,23
158.0,36,27
159.0,32,18
160.0,33,15
161.0,31,11
162.0,32,15
163.0,30,7
164.0,21,19
165.0,30,19
166.0,44,17
167.0,66,19
168.0,27,8
169.0,47,12
170.0,56,21
171.0,33,16
172.0,65,22
173.0,40,9
174.0,35,13
175.0,31,19
176.0,30,19
177.0,41,25
178.0,46,14
179.0,88,24
180.0,45,21
181.0,44,17
182.0,49,12
183.0,59,19
184.0,41,18
185.0,40,14
186.0,35,11
187.0,37,18
188.0,32,18
189.0,53,15
190.0,60,18
191.0,46,23
192.0,54,18
193.0,51,22
194.0,28,19
195.0,45,26
196.0,41,21
197.0,56,26
198.0,56,10
199.0,59,12
200.0,48,16
201.0,27,23
202.0,33,34
203.0,49,27
204.0,58,10
205.0,36,8
206.0,44,20
207.0,32,4
208.0,40,8
209.0,19,10
210.0,31,8
211.0,31,15
212.0,49,20
213.0,30,14
214.0,39,12
215.0,27,8
216.0,52,16
217.0,24,13
218.0,51,14
219.0,25,10
220.0,51,6
221.0,33,7
222.0,34,10
223.0,18,10
224.0,33,6
225.0,24,4
226.0,16,9
227.0,21,9
228.0,13,4
229.0,38,11
230.0,13,7
231.0,8,10
232.0,8,4
233.0,24,7
234.0,21,8
235.0,28,3
236.0,15,2
237.0,15,4
238.0,15,11
239.0,12,7
240.0,9,3
241.0,10,7
242.0,6,3
243.0,10,6
244.0,12,5
245.0,3,7
246.0,26,5
247.0,9,2
248.0,1,9
249.0,5,5
250.0,4,3
251.0,2,6
252.0,4,3
253.0,7,3
254.0,8,6
255.0,4,15
256.0,6,6
257.0,20,4
258.0,8,3
259.0,4,0
260.0,1,4
261.0,1,0
262.0,6,7
263.0,2,2
264.0,6,10
265.0,4,2
266.0,11,2
267.0,1,7
268.0,6,2
269.0,0,2
270.0,0,3
271.0,1,2
272.0,3,4
273.0,0,5
274.0,3,4
275.0,2,3
276.0,2,1
277.0,2,2
278.0,2,7
279.0,1,2
280.0,0,0
281.0,3,2
282.0,1,2
283.0,0,3
284.0,0,1
285.0,2,4
286.0,7,9
287.0,0,2
288.0,0,3
289.0,0,7
290.0,1,2
291.0,0,1
292.0,0,1
293.0,0,7
294.0,0,2
295.0,0,3
296.0,0,3
297.0,0,5
298.0,0,2
299.0,0,0
300.0,0,7
301.0,0,2
302.0,0,2
303.0,0,0
304.0,0,2
305.0,0,3
306.0,0,5
307.0,0,3
308.0,0,3
309.0,0,1
310.0,0,2
311.0,1,2
312.0,0,4
313.0,0,0
314.0,0,1
315.0,0,2
316.0,0,6
317.0,0,4
318.0,0,17
319.0,0,0
320.0,0,2
321.0,0,0
322.0,0,1
323.0,0,0
324.0,0,12
325.0,0,6
326.0,0,32
327.0,0,1
328.0,0,0
329.0,0,9
330.0,0,8
331.0,0,1
332.0,0,3
333.0,0,6
334.0,0,6
335.0,0,6
336.0,0,6
337.0,0,33
338.0,0,25
339.0,0,27
340.0,0,12
341.0,0,19
342.0,0,15
343.0,0,12
344.0,0,15
345.0,0,41
346.0,0,65
347.0,0,131
348.0,0,118
349.0,0,101
350.0,0,233
351.0,0,542
352.0,0,68866
