Base index shifted,GC_1#TOP,GC_1#BOT
-229.0,7,0
-228.0,11,2
-227.0,6,2
-226.0,8,2
-225.0,17,3
-224.0,13,3
-223.0,11,4
-222.0,14,2
-221.0,6,2
-220.0,7,5
-219.0,7,5
-218.0,7,8
-217.0,13,6
-216.0,8,9
-215.0,14,8
-214.0,11,12
-213.0,12,13
-212.0,14,3
-211.0,7,7
-210.0,20,14
-209.0,8,8
-208.0,24,9
-207.0,9,6
-206.0,15,5
-205.0,19,7
-204.0,10,6
-203.0,33,4
-202.0,11,5
-201.0,15,7
-200.0,14,12
-199.0,12,4
-198.0,22,5
-197.0,20,15
-196.0,23,4
-195.0,10,4
-194.0,19,12
-193.0,33,3
-192.0,26,7
-191.0,17,4
-190.0,12,4
-189.0,20,7
-188.0,15,7
-187.0,16,7
-186.0,22,8
-185.0,33,13
-184.0,37,24
-183.0,37,12
-182.0,34,10
-181.0,31,3
-180.0,28,10
-179.0,32,17
-178.0,35,4
-177.0,29,4
-176.0,15,9
-175.0,30,18
-174.0,34,18
-173.0,20,4
-172.0,28,3
-171.0,23,4
-170.0,12,11
-169.0,18,3
-168.0,27,5
-167.0,25,7
-166.0,25,28
-165.0,13,6
-164.0,25,8
-163.0,15,10
-162.0,23,8
-161.0,24,12
-160.0,7,21
-159.0,19,11
-158.0,7,8
-157.0,23,6
-156.0,10,11
-155.0,29,11
-154.0,26,4
-153.0,15,7
-152.0,14,6
-151.0,13,8
-150.0,19,14
-149.0,13,16
-148.0,21,7
-147.0,15,5
-146.0,16,7
-145.0,20,10
-144.0,22,5
-143.0,17,4
-142.0,17,7
-141.0,24,8
-140.0,16,1
-139.0,12,7
-138.0,9,3
-137.0,22,2
-136.0,5,8
-135.0,18,9
-134.0,18,10
-133.0,6,6
-132.0,11,9
-131.0,10,7
-130.0,9,8
-129.0,11,17
-128.0,12,2
-127.0,12,7
-126.0,6,9
-125.0,5,9
-124.0,7,5
-123.0,7,4
-122.0,4,1
-121.0,6,5
-120.0,7,4
-119.0,4,2
-118.0,6,6
-117.0,7,3
-116.0,8,4
-115.0,4,9
-114.0,11,1
-113.0,7,3
-112.0,7,6
-111.0,7,2
-110.0,5,3
-109.0,8,6
-108.0,2,31
-107.0,7,5
-106.0,4,1
-105.0,8,4
-104.0,5,2
-103.0,8,6
-102.0,7,5
-101.0,9,9
-100.0,4,6
-99.0,8,5
-98.0,3,3
-97.0,9,7
-96.0,5,5
-95.0,5,1
-94.0,4,3
-93.0,9,12
-92.0,4,4
-91.0,4,3
-90.0,2,5
-89.0,6,2
-88.0,7,1
-87.0,2,4
-86.0,8,4
-85.0,2,5
-84.0,5,7
-83.0,9,0
-82.0,5,4
-81.0,5,1
-80.0,2,3
-79.0,3,4
-78.0,3,2
-77.0,7,1
-76.0,2,2
-75.0,4,3
-74.0,8,15
-73.0,3,7
-72.0,17,0
-71.0,4,4
-70.0,11,3
-69.0,11,3
-68.0,10,11
-67.0,9,5
-66.0,7,4
-65.0,4,3
-64.0,6,6
-63.0,7,1
-62.0,4,10
-61.0,5,3
-60.0,3,2
-59.0,3,15
-58.0,4,2
-57.0,6,1
-56.0,6,10
-55.0,5,1
-54.0,8,1
-53.0,8,1
-52.0,7,3
-51.0,1,7
-50.0,4,2
-49.0,4,4
-48.0,8,13
-47.0,11,9
-46.0,6,2
-45.0,8,1
-44.0,13,9
-43.0,19,5
-42.0,7,4
-41.0,11,4
-40.0,9,8
-39.0,14,2
-38.0,11,9
-37.0,10,3
-36.0,10,6
-35.0,9,5
-34.0,20,5
-33.0,19,2
-32.0,17,7
-31.0,33,11
-30.0,40,5
-29.0,37,8
-28.0,55,10
-27.0,55,11
-26.0,71,4
-25.0,56,24
-24.0,52,22
-23.0,47,20
-22.0,23,11
-21.0,106,17
-20.0,96,21
-19.0,97,5
-18.0,100,19
-17.0,50,21
-16.0,226,37
-15.0,144,17
-14.0,186,26
-13.0,224,35
-12.0,147,39
-11.0,482,40
-10.0,711,53
-9.0,204,63
-8.0,105,56
-7.0,975,63
-6.0,1292,21
-5.0,1484,43
-4.0,2427,55
-3.0,2444,63
-2.0,1923,67
-1.0,2259,108
0.0,2831,58249
1.0,2214,34
2.0,3167,25
3.0,2617,18
4.0,1966,14
5.0,2338,17
6.0,1493,17
7.0,1899,29
8.0,1192,17
9.0,943,15
10.0,821,23
11.0,639,14
12.0,498,15
13.0,413,12
14.0,208,22
15.0,137,10
16.0,125,22
17.0,129,18
18.0,91,18
19.0,47,8
20.0,49,12
21.0,54,13
22.0,60,15
23.0,66,17
24.0,35,9
25.0,25,12
26.0,55,14
27.0,17,9
28.0,36,14
29.0,22,10
30.0,38,5
31.0,20,8
32.0,25,11
33.0,24,6
34.0,31,8
35.0,34,7
36.0,17,14
37.0,8,9
38.0,40,4
39.0,24,6
40.0,16,8
41.0,10,8
42.0,11,8
43.0,10,7
44.0,5,13
45.0,7,9
46.0,12,10
47.0,35,5
48.0,8,1
49.0,5,13
50.0,17,10
51.0,16,13
52.0,4,8
53.0,4,7
54.0,5,8
55.0,10,7
56.0,0,7
57.0,2,5
58.0,5,3
59.0,5,6
60.0,2,13
61.0,4,8
62.0,8,5
63.0,0,3
64.0,2,3
65.0,3,4
66.0,8,5
67.0,3,2
68.0,3,6
69.0,1,7
70.0,1,6
71.0,4,7
72.0,6,6
73.0,4,2
74.0,4,1
75.0,3,4
76.0,5,5
77.0,4,0
78.0,15,3
79.0,3,4
80.0,2,6
81.0,7,4
82.0,4,2
83.0,2,2
84.0,4,1
85.0,2,1
86.0,2,3
87.0,4,1
88.0,15,6
89.0,4,3
90.0,4,4
91.0,1,1
92.0,4,3
93.0,4,8
94.0,12,3
95.0,10,3
96.0,5,7
97.0,4,4
98.0,5,3
99.0,4,3
100.0,8,5
101.0,6,8
102.0,2,7
103.0,7,2
104.0,6,1
105.0,3,3
106.0,7,1
107.0,5,5
108.0,3,2
109.0,4,4
110.0,2,3
111.0,2,6
112.0,2,10
113.0,5,3
114.0,5,2
115.0,1,2
116.0,2,8
117.0,3,3
118.0,4,4
119.0,2,5
120.0,18,7
121.0,10,4
122.0,7,7
123.0,12,10
124.0,10,13
125.0,13,11
126.0,9,4
127.0,8,4
128.0,10,7
129.0,10,6
130.0,17,6
131.0,10,15
132.0,20,9
133.0,12,13
134.0,7,10
135.0,35,10
136.0,14,12
137.0,6,17
138.0,13,23
139.0,27,11
140.0,19,10
141.0,10,4
142.0,14,5
143.0,14,7
144.0,12,9
145.0,11,8
146.0,37,7
147.0,13,5
148.0,5,13
149.0,19,11
150.0,22,16
151.0,33,14
152.0,18,1
153.0,11,5
154.0,11,23
155.0,23,13
156.0,35,18
157.0,19,11
158.0,14,13
159.0,19,7
160.0,21,6
161.0,17,11
162.0,19,4
163.0,16,4
164.0,16,11
165.0,23,9
166.0,22,14
167.0,33,9
168.0,35,6
169.0,16,7
170.0,28,5
171.0,24,4
172.0,50,7
173.0,22,4
174.0,20,7
175.0,17,4
176.0,18,9
177.0,20,13
178.0,27,13
179.0,60,10
180.0,28,11
181.0,33,10
182.0,27,13
183.0,28,8
184.0,23,9
185.0,31,8
186.0,25,5
187.0,38,8
188.0,24,10
189.0,33,7
190.0,38,9
191.0,40,10
192.0,27,9
193.0,35,12
194.0,28,12
195.0,24,17
196.0,30,7
197.0,31,16
198.0,15,6
199.0,35,10
200.0,31,5
201.0,11,12
202.0,34,17
203.0,26,18
204.0,35,8
205.0,40,6
206.0,26,4
207.0,22,7
208.0,34,3
209.0,26,2
210.0,23,6
211.0,24,4
212.0,36,8
213.0,24,10
214.0,19,7
215.0,22,4
216.0,35,7
217.0,19,3
218.0,20,8
219.0,20,5
220.0,34,3
221.0,28,5
222.0,19,4
223.0,20,3
224.0,18,4
225.0,20,6
226.0,12,3
227.0,19,3
228.0,16,3
229.0,18,3
230.0,3,1
231.0,3,4
232.0,7,1
233.0,13,5
234.0,7,5
235.0,34,2
236.0,15,5
237.0,13,1
238.0,4,5
239.0,8,4
240.0,9,5
241.0,5,1
242.0,9,3
243.0,2,6
244.0,14,7
245.0,4,5
246.0,12,4
247.0,4,1
248.0,6,2
249.0,3,1
250.0,1,4
251.0,2,9
252.0,4,2
253.0,6,2
254.0,3,3
255.0,3,5
256.0,7,2
257.0,16,1
258.0,5,5
259.0,3,5
260.0,3,1
261.0,3,1
262.0,1,5
263.0,3,1
264.0,3,4
265.0,2,0
266.0,5,5
267.0,4,1
268.0,1,1
269.0,0,1
270.0,2,2
271.0,1,1
272.0,3,2
273.0,0,3
274.0,1,2
275.0,4,4
276.0,3,3
277.0,2,2
278.0,0,6
279.0,1,2
280.0,2,0
281.0,0,2
282.0,0,3
283.0,0,1
284.0,1,1
285.0,0,0
286.0,3,4
287.0,0,0
288.0,2,1
289.0,0,1
290.0,0,3
291.0,0,0
292.0,1,2
293.0,0,5
294.0,0,0
295.0,0,0
296.0,0,2
297.0,0,3
298.0,0,1
299.0,0,1
300.0,0,8
301.0,0,0
302.0,0,1
303.0,0,1
304.0,0,3
305.0,0,2
306.0,0,0
307.0,0,2
308.0,0,2
309.0,0,1
310.0,0,1
311.0,0,2
312.0,0,5
313.0,0,1
314.0,0,0
315.0,0,1
316.0,0,0
317.0,0,1
318.0,0,5
319.0,0,1
320.0,0,1
321.0,0,0
322.0,0,2
323.0,0,1
324.0,0,3
325.0,0,1
326.0,0,29
327.0,0,3
328.0,0,7
329.0,0,6
330.0,0,3
331.0,0,5
332.0,0,3
333.0,0,5
334.0,0,12
335.0,0,3
336.0,0,3
337.0,0,17
338.0,0,20
339.0,0,13
340.0,0,7
341.0,0,9
342.0,0,9
343.0,0,7
344.0,0,5
345.0,0,31
346.0,0,39
347.0,0,94
348.0,0,74
349.0,0,60
350.0,0,149
351.0,0,320
352.0,0,42014
