Base index,GC_1#TOP,GC_1#BOT
246,7,1
247,4,4
248,8,2
249,5,6
250,8,5
251,7,9
252,9,6
253,4,5
254,8,3
255,3,7
256,9,5
257,5,1
258,5,3
259,4,12
260,9,4
261,4,3
262,4,5
263,2,2
264,6,1
265,7,4
266,2,4
267,8,5
268,2,7
269,5,0
270,9,4
271,5,1
272,5,3
273,2,4
274,3,2
275,3,1
276,7,2
277,2,3
278,4,15
279,8,7
280,3,0
281,17,4
282,4,3
283,11,3
284,11,11
285,10,5
286,9,4
287,7,3
288,4,6
289,6,1
290,7,10
291,4,3
292,5,2
293,3,15
294,3,2
295,4,1
296,6,10
297,6,1
298,5,1
299,8,1
300,8,3
301,7,7
302,1,2
303,4,4
304,4,13
305,8,9
306,11,2
307,6,1
308,8,9
309,13,5
310,19,4
311,7,4
312,11,8
313,9,2
314,14,9
315,11,3
316,10,6
317,10,5
318,9,5
319,20,2
320,19,7
321,17,11
322,33,5
323,40,8
324,37,10
325,55,11
326,55,4
327,71,24
328,56,22
329,52,20
330,47,11
331,23,17
332,106,21
333,96,5
334,97,19
335,100,21
336,50,37
337,226,17
338,144,26
339,186,35
340,224,39
341,147,40
342,482,53
343,711,63
344,204,56
345,105,63
346,975,21
347,1292,43
348,1484,55
349,2427,63
350,2444,67
351,1923,108
352,2259,58249
353,2831,34
354,2214,25
355,3167,18
356,2617,14
357,1966,17
358,2338,17
359,1493,29
360,1899,17
361,1192,15
362,943,23
363,821,14
364,639,15
365,498,12
366,413,22
367,208,10
368,137,22
369,125,18
370,129,18
371,91,8
372,47,12
373,49,13
374,54,15
375,60,17
376,66,9
377,35,12
378,25,14
379,55,9
380,17,14
381,36,10
382,22,5
383,38,8
384,20,11
385,25,6
386,24,8
387,31,7
388,34,14
389,17,9
390,8,4
391,40,6
392,24,8
393,16,8
394,10,8
395,11,7
396,10,13
397,5,9
398,7,10
399,12,5
400,35,1
401,8,13
402,5,10
403,17,13
404,16,8
405,4,7
406,4,8
407,5,7
408,10,7
409,0,5
410,2,3
411,5,6
412,5,13
413,2,8
414,4,5
415,8,3
416,0,3
417,2,4
418,3,5
419,8,2
420,3,6
421,3,7
422,1,6
423,1,7
424,4,6
425,6,2
426,4,1
427,4,4
428,3,5
429,5,0
430,4,3
431,15,4
432,3,6
433,2,4
434,7,2
435,4,2
436,2,1
437,4,1
438,2,3
439,2,1
440,4,6
441,15,3
442,4,4
443,4,1
444,1,3
445,4,8
446,4,3
447,12,3
448,10,7
449,5,4
450,4,3
451,5,3
452,4,5
453,8,8
454,6,7
455,2,2
456,7,1
457,6,3
458,3,1
459,7,5
460,5,2
461,3,4
462,4,3
463,2,6
464,2,10
465,2,3
466,5,2
467,5,2
468,1,8
469,2,3
470,3,4
471,4,5
472,2,7
473,18,4
474,10,7
475,7,10
476,12,13
477,10,11
478,13,4
479,9,4
480,8,7
481,10,6
482,10,6
483,17,15
484,10,9
485,20,13
486,12,10
487,7,10
488,35,12
489,14,17
490,6,23
491,13,11
492,27,10
493,19,4
494,10,5
495,14,7
496,14,9
497,12,8
498,11,7
499,37,5
500,13,13
501,5,11
502,19,16
503,22,14
504,33,1
505,18,5
506,11,23
507,11,13
508,23,18
509,35,11
510,19,13
511,14,7
512,19,6
513,21,11
514,17,4
515,19,4
516,16,11
517,16,9
518,23,14
519,22,9
520,33,6
521,35,7
522,16,5
523,28,4
524,24,7
525,50,4
526,22,7
527,20,4
528,17,9
529,18,13
530,20,13
531,27,10
532,60,11
533,28,10
534,33,13
535,27,8
536,28,9
537,23,8
538,31,5
539,25,8
540,38,10
541,24,7
542,33,9
543,38,10
544,40,9
545,27,12
546,35,12
547,28,17
548,24,7
549,30,16
550,31,6
551,15,10
552,35,5
553,31,12
554,11,17
555,34,18
556,26,8
557,35,6
558,40,4
559,26,7
560,22,3
561,34,2
562,26,6
563,23,4
564,24,8
565,36,10
566,24,7
567,19,4
568,22,7
569,35,3
570,19,8
571,20,5
572,20,3
573,34,5
574,28,4
575,19,3
576,20,4
577,18,6
578,20,3
579,12,3
580,19,3
581,16,3
582,18,1
583,3,4
584,3,1
585,7,5
586,13,5
587,7,2
588,34,5
589,15,1
590,13,5
591,4,4
592,8,5
593,9,1
594,5,3
595,9,6
596,2,7
597,14,5
598,4,4
599,12,1
600,4,2
601,6,1
602,3,4
603,1,9
604,2,2
605,4,2
606,6,3
607,3,5
608,3,2
609,7,1
610,16,5
611,5,5
612,3,1
613,3,1
614,3,5
615,1,1
616,3,4
617,3,0
618,2,5
619,5,1
620,4,1
621,1,1
622,0,2
623,2,1
624,1,2
625,3,3
626,0,2
627,1,4
628,4,3
629,3,2
630,2,6
631,0,2
632,1,0
633,2,2
634,0,3
635,0,1
636,0,1
637,1,0
638,0,4
639,3,0
640,0,1
641,2,1
642,0,3
643,0,0
644,0,2
645,1,5
646,0,0
647,0,0
648,0,2
649,0,3
650,0,1
651,0,1
652,0,8
653,0,0
654,0,1
655,0,1
656,0,3
657,0,2
658,0,0
659,0,2
660,0,2
661,0,1
662,0,1
663,0,2
664,0,5
665,0,1
666,0,0
667,0,1
668,0,0
669,0,1
670,0,5
671,0,1
672,0,1
673,0,0
674,0,2
675,0,1
676,0,3
677,0,1
678,0,29
679,0,3
680,0,7
681,0,6
682,0,3
683,0,5
684,0,3
685,0,5
686,0,12
687,0,3
688,0,3
689,0,17
690,0,20
691,0,13
692,0,7
693,0,9
694,0,9
695,0,7
696,0,5
697,0,31
698,0,39
699,0,94
700,0,74
701,0,60
702,0,149
703,0,320
704,0,42014
